nhdplus_comid,gage_count,historical_max_flood_return_period_years,max_matched_event_return_period_years,record_years_max,distinct_matched_rainfall_flood_event_count,maximum_matched_flood_return_period_years,maximum_matched_peak_cfs_per_sqmi,median_rainfall_to_flood_lag_hours,distinct_major_rainfall_flood_event_count,historical_flood_class,major_event_count_class
10854043,1,17.0,17.0,16,5,17.0,1413.6546184738954,-17.0,1,10–<25 years,1
10854075,1,17.0,17.0,16,5,17.0,1413.6546184738954,-17.0,1,10–<25 years,1
10854229,1,17.0,17.0,16,5,17.0,1413.6546184738954,-17.0,1,10–<25 years,1
10854231,1,17.0,17.0,16,5,17.0,1413.6546184738954,-17.0,1,10–<25 years,1
10854239,1,17.0,17.0,16,5,17.0,1413.6546184738954,-17.0,1,10–<25 years,1
10854243,1,17.0,17.0,16,5,17.0,1413.6546184738954,-17.0,1,10–<25 years,1
10854255,1,17.0,17.0,16,5,17.0,1413.6546184738954,-17.0,1,10–<25 years,1
10854441,1,17.0,17.0,16,5,17.0,1413.6546184738954,-17.0,1,10–<25 years,1
15809627,1,12.0,6.0,11,1,6.0,109.84848484848486,-6.0,0,10–<25 years,0
15809683,1,12.0,6.0,11,1,6.0,109.84848484848486,-6.0,0,10–<25 years,0
15809715,1,12.0,6.0,11,1,6.0,109.84848484848486,-6.0,0,10–<25 years,0
15809757,1,12.0,6.0,11,1,6.0,109.84848484848486,-6.0,0,10–<25 years,0
15809777,1,12.0,6.0,11,1,6.0,109.84848484848486,-6.0,0,10–<25 years,0
15809837,1,12.0,6.0,11,1,6.0,109.84848484848486,-6.0,0,10–<25 years,0
15809873,1,12.0,6.0,11,1,6.0,109.84848484848486,-6.0,0,10–<25 years,0
15809915,1,12.0,6.0,11,1,6.0,109.84848484848486,-6.0,0,10–<25 years,0
15809931,2,196.6852847875148,60.91793528620757,72,14,60.91793528620757,109.84848484848486,18.0,2,≥100 years,2
15809945,1,196.6852847875148,60.91793528620757,72,14,60.91793528620757,53.57142857142857,18.0,2,≥100 years,2
15809947,1,196.6852847875148,60.91793528620757,72,14,60.91793528620757,53.57142857142857,18.0,2,≥100 years,2
15809955,2,196.6852847875148,60.91793528620757,72,14,60.91793528620757,109.84848484848486,18.0,2,≥100 years,2
15809985,1,196.6852847875148,60.91793528620757,72,14,60.91793528620757,53.57142857142857,18.0,2,≥100 years,2
15809987,1,196.6852847875148,60.91793528620757,72,14,60.91793528620757,53.57142857142857,18.0,2,≥100 years,2
15810691,1,196.6852847875148,60.91793528620757,72,14,60.91793528620757,53.57142857142857,18.0,2,≥100 years,2
15811541,1,31.63475438499466,24.831116668720703,49,8,24.831116668720703,33.251231527093594,-13.0,4,25–<50 years,3–4
15811605,1,31.63475438499466,24.831116668720703,49,8,24.831116668720703,33.251231527093594,-13.0,4,25–<50 years,3–4
15811609,1,31.63475438499466,24.831116668720703,49,8,24.831116668720703,33.251231527093594,-13.0,4,25–<50 years,3–4
15811619,1,31.63475438499466,24.831116668720703,49,8,24.831116668720703,33.251231527093594,-13.0,4,25–<50 years,3–4
15811667,1,31.63475438499466,24.831116668720703,49,8,24.831116668720703,33.251231527093594,-13.0,4,25–<50 years,3–4
15811741,1,31.63475438499466,24.831116668720703,49,8,24.831116668720703,33.251231527093594,-13.0,4,25–<50 years,3–4
15811911,1,20.724274279191743,,33,0,,,,0,10–<25 years,0
15811915,2,30.67140057957618,,33,0,,,,0,25–<50 years,0
15811927,1,20.724274279191743,,33,0,,,,0,10–<25 years,0
15811929,2,30.67140057957618,,33,0,,,,0,25–<50 years,0
15811959,1,30.67140057957618,,26,0,,,,0,25–<50 years,0
15811965,1,20.724274279191743,,33,0,,,,0,10–<25 years,0
15811977,2,30.67140057957618,,33,0,,,,0,25–<50 years,0
15811979,1,20.724274279191743,,33,0,,,,0,10–<25 years,0
15811991,1,30.67140057957618,,26,0,,,,0,25–<50 years,0
15811993,1,15.0,,14,0,,,,0,10–<25 years,0
15812003,1,20.724274279191743,,33,0,,,,0,10–<25 years,0
15812011,1,15.0,,14,0,,,,0,10–<25 years,0
15812015,1,15.0,,14,0,,,,0,10–<25 years,0
15812017,1,15.0,,14,0,,,,0,10–<25 years,0
15812023,1,30.67140057957618,,26,0,,,,0,25–<50 years,0
15812031,1,30.67140057957618,,26,0,,,,0,25–<50 years,0
15812033,1,30.67140057957618,,26,0,,,,0,25–<50 years,0
15812035,1,30.67140057957618,,26,0,,,,0,25–<50 years,0
15812117,1,30.67140057957618,,26,0,,,,0,25–<50 years,0
15812121,1,20.724274279191743,,33,0,,,,0,10–<25 years,0
15812163,1,44.27328671845379,,32,0,,,,0,25–<50 years,0
15812165,1,44.27328671845379,,32,0,,,,0,25–<50 years,0
15812167,1,30.67140057957618,,26,0,,,,0,25–<50 years,0
15812169,1,30.67140057957618,,26,0,,,,0,25–<50 years,0
15812177,1,44.27328671845379,,32,0,,,,0,25–<50 years,0
15814729,1,44.27328671845379,,32,0,,,,0,25–<50 years,0
15814741,1,44.27328671845379,,32,0,,,,0,25–<50 years,0
15819319,1,16.0,16.0,15,6,16.0,206.77570093457945,-16.0,1,10–<25 years,1
15819321,1,16.0,16.0,15,6,16.0,206.77570093457945,-16.0,1,10–<25 years,1
15819343,1,16.0,16.0,15,6,16.0,206.77570093457945,-16.0,1,10–<25 years,1
15819431,1,16.0,16.0,15,6,16.0,206.77570093457945,-16.0,1,10–<25 years,1
15819481,1,16.0,16.0,15,6,16.0,206.77570093457945,-16.0,1,10–<25 years,1
15819541,1,16.0,16.0,15,6,16.0,206.77570093457945,-16.0,1,10–<25 years,1
15819787,1,16.0,16.0,15,6,16.0,206.77570093457945,-16.0,1,10–<25 years,1
15820199,1,16.0,16.0,15,6,16.0,206.77570093457945,-16.0,1,10–<25 years,1
15820233,1,16.0,16.0,15,6,16.0,206.77570093457945,-16.0,1,10–<25 years,1
15820295,1,16.0,16.0,15,6,16.0,206.77570093457945,-16.0,1,10–<25 years,1
15820317,1,62.707208615434126,,34,0,,,,0,50–<100 years,0
15820319,1,16.0,16.0,15,6,16.0,206.77570093457945,-16.0,1,10–<25 years,1
15820339,2,62.707208615434126,16.0,34,6,16.0,206.77570093457945,-16.0,1,50–<100 years,1
15820409,2,62.707208615434126,16.0,34,6,16.0,206.77570093457945,-16.0,1,50–<100 years,1
15820439,2,62.707208615434126,16.0,34,6,16.0,206.77570093457945,-16.0,1,50–<100 years,1
15820449,2,62.707208615434126,16.0,34,6,16.0,206.77570093457945,-16.0,1,50–<100 years,1
15820491,2,62.707208615434126,16.0,34,6,16.0,206.77570093457945,-16.0,1,50–<100 years,1
15820513,1,62.707208615434126,,34,0,,,,0,50–<100 years,0
15820601,1,62.707208615434126,,34,0,,,,0,50–<100 years,0
15820609,1,62.707208615434126,,34,0,,,,0,50–<100 years,0
15820625,1,62.707208615434126,,34,0,,,,0,50–<100 years,0
15820685,1,62.707208615434126,,34,0,,,,0,50–<100 years,0
15820721,1,62.707208615434126,,34,0,,,,0,50–<100 years,0
15820731,1,62.707208615434126,,34,0,,,,0,50–<100 years,0
15820749,1,62.707208615434126,,34,0,,,,0,50–<100 years,0
15820775,2,258.2128293230988,43.15077171958662,85,12,43.15077171958662,63.66120218579235,8.0,3,≥100 years,3–4
15820789,2,258.2128293230988,43.15077171958662,85,12,43.15077171958662,63.66120218579235,8.0,3,≥100 years,3–4
15820799,2,123.3102778397532,32.742814216943394,70,14,32.742814216943394,204.52261306532665,-9.0,6,≥100 years,5+
15820807,2,123.3102778397532,32.742814216943394,70,14,32.742814216943394,204.52261306532665,-9.0,6,≥100 years,5+
15820841,2,258.2128293230988,43.15077171958662,85,12,43.15077171958662,63.66120218579235,8.0,3,≥100 years,3–4
15820849,2,258.2128293230988,43.15077171958662,85,12,43.15077171958662,63.66120218579235,8.0,3,≥100 years,3–4
15820865,2,258.2128293230988,43.15077171958662,85,12,43.15077171958662,63.66120218579235,8.0,3,≥100 years,3–4
15820871,2,123.3102778397532,32.742814216943394,70,14,32.742814216943394,204.52261306532665,-9.0,6,≥100 years,5+
15820897,2,258.2128293230988,43.15077171958662,85,12,43.15077171958662,63.66120218579235,8.0,3,≥100 years,3–4
15820951,2,258.2128293230988,43.15077171958662,85,12,43.15077171958662,63.66120218579235,8.0,3,≥100 years,3–4
15820971,2,258.2128293230988,43.15077171958662,85,12,43.15077171958662,63.66120218579235,8.0,3,≥100 years,3–4
15820981,2,258.2128293230988,43.15077171958662,85,12,43.15077171958662,63.66120218579235,8.0,3,≥100 years,3–4
15821033,3,258.2128293230988,43.15077171958662,85,12,43.15077171958662,63.66120218579235,8.0,3,≥100 years,3–4
15821039,1,123.3102778397532,32.742814216943394,70,14,32.742814216943394,204.52261306532665,-9.0,6,≥100 years,5+
15821105,1,123.3102778397532,32.742814216943394,70,14,32.742814216943394,204.52261306532665,-9.0,6,≥100 years,5+
15821123,1,123.3102778397532,32.742814216943394,70,14,32.742814216943394,204.52261306532665,-9.0,6,≥100 years,5+
15821289,1,123.3102778397532,32.742814216943394,70,14,32.742814216943394,204.52261306532665,-9.0,6,≥100 years,5+
15821291,3,258.2128293230988,43.15077171958662,85,12,43.15077171958662,63.66120218579235,8.0,3,≥100 years,3–4
15821295,3,258.2128293230988,43.15077171958662,85,12,43.15077171958662,63.66120218579235,8.0,3,≥100 years,3–4
15821331,1,123.3102778397532,32.742814216943394,70,14,32.742814216943394,204.52261306532665,-9.0,6,≥100 years,5+
15821335,1,123.3102778397532,32.742814216943394,70,14,32.742814216943394,204.52261306532665,-9.0,6,≥100 years,5+
15821939,1,313.42203170601005,80.63388341705175,63,10,80.63388341705175,79.76190476190476,-12.0,3,≥100 years,3–4
15821945,1,313.42203170601005,80.63388341705175,63,10,80.63388341705175,79.76190476190476,-12.0,3,≥100 years,3–4
15821947,1,313.42203170601005,80.63388341705175,63,10,80.63388341705175,79.76190476190476,-12.0,3,≥100 years,3–4
15821955,1,313.42203170601005,80.63388341705175,63,10,80.63388341705175,79.76190476190476,-12.0,3,≥100 years,3–4
15821959,1,313.42203170601005,80.63388341705175,63,10,80.63388341705175,79.76190476190476,-12.0,3,≥100 years,3–4
15821983,1,313.42203170601005,80.63388341705175,63,10,80.63388341705175,79.76190476190476,-12.0,3,≥100 years,3–4
15821999,1,313.42203170601005,80.63388341705175,63,10,80.63388341705175,79.76190476190476,-12.0,3,≥100 years,3–4
15822029,1,313.42203170601005,80.63388341705175,63,10,80.63388341705175,79.76190476190476,-12.0,3,≥100 years,3–4
15822225,1,313.42203170601005,80.63388341705175,63,10,80.63388341705175,79.76190476190476,-12.0,3,≥100 years,3–4
15822255,1,313.42203170601005,80.63388341705175,63,10,80.63388341705175,79.76190476190476,-12.0,3,≥100 years,3–4
15822277,1,313.42203170601005,80.63388341705175,63,10,80.63388341705175,79.76190476190476,-12.0,3,≥100 years,3–4
15822309,1,313.42203170601005,80.63388341705175,63,10,80.63388341705175,79.76190476190476,-12.0,3,≥100 years,3–4
15822465,1,313.42203170601005,80.63388341705175,63,10,80.63388341705175,79.76190476190476,-12.0,3,≥100 years,3–4
15822557,1,313.42203170601005,80.63388341705175,63,10,80.63388341705175,79.76190476190476,-12.0,3,≥100 years,3–4
15822571,1,313.42203170601005,80.63388341705175,63,10,80.63388341705175,79.76190476190476,-12.0,3,≥100 years,3–4
15822613,1,17.307192076149594,9.35564290531885,20,1,9.35564290531885,151.72413793103448,-30.0,0,10–<25 years,0
15822623,1,313.42203170601005,80.63388341705175,63,10,80.63388341705175,79.76190476190476,-12.0,3,≥100 years,3–4
15822635,1,17.307192076149594,9.35564290531885,20,1,9.35564290531885,151.72413793103448,-30.0,0,10–<25 years,0
15822669,1,313.42203170601005,80.63388341705175,63,10,80.63388341705175,79.76190476190476,-12.0,3,≥100 years,3–4
15822679,1,17.307192076149594,9.35564290531885,20,1,9.35564290531885,151.72413793103448,-30.0,0,10–<25 years,0
15822751,1,17.307192076149594,9.35564290531885,20,1,9.35564290531885,151.72413793103448,-30.0,0,10–<25 years,0
15822903,2,123.3102778397532,32.742814216943394,70,14,32.742814216943394,204.52261306532665,-9.0,6,≥100 years,5+
15822921,3,258.2128293230988,43.15077171958662,85,12,43.15077171958662,63.66120218579235,8.0,3,≥100 years,3–4
15822925,3,258.2128293230988,43.15077171958662,85,12,43.15077171958662,63.66120218579235,8.0,3,≥100 years,3–4
15822929,1,123.3102778397532,32.742814216943394,70,14,32.742814216943394,204.52261306532665,-9.0,6,≥100 years,5+
15823141,1,313.42203170601005,80.63388341705175,63,10,80.63388341705175,79.76190476190476,-12.0,3,≥100 years,3–4
15823193,3,258.2128293230988,43.15077171958662,85,12,43.15077171958662,63.66120218579235,8.0,3,≥100 years,3–4
15823195,3,258.2128293230988,43.15077171958662,85,12,43.15077171958662,63.66120218579235,8.0,3,≥100 years,3–4
15823237,3,258.2128293230988,43.15077171958662,85,12,43.15077171958662,63.66120218579235,8.0,3,≥100 years,3–4
15823239,3,258.2128293230988,43.15077171958662,85,12,43.15077171958662,63.66120218579235,8.0,3,≥100 years,3–4
15823243,3,258.2128293230988,43.15077171958662,85,12,43.15077171958662,63.66120218579235,8.0,3,≥100 years,3–4
15823247,3,258.2128293230988,43.15077171958662,85,12,43.15077171958662,63.66120218579235,8.0,3,≥100 years,3–4
15823249,3,258.2128293230988,43.15077171958662,85,12,43.15077171958662,63.66120218579235,8.0,3,≥100 years,3–4
15823259,1,36.47657645975894,12.8773794390666,24,1,12.8773794390666,63.3245382585752,8.0,1,25–<50 years,1
15823269,1,123.3102778397532,32.742814216943394,70,14,32.742814216943394,204.52261306532665,-9.0,6,≥100 years,5+
15823279,1,36.47657645975894,12.8773794390666,24,1,12.8773794390666,63.3245382585752,8.0,1,25–<50 years,1
15823281,1,36.47657645975894,12.8773794390666,24,1,12.8773794390666,63.3245382585752,8.0,1,25–<50 years,1
15823287,3,258.2128293230988,43.15077171958662,85,12,43.15077171958662,63.66120218579235,8.0,3,≥100 years,3–4
15823289,3,258.2128293230988,43.15077171958662,85,12,43.15077171958662,63.66120218579235,8.0,3,≥100 years,3–4
15823291,3,258.2128293230988,43.15077171958662,85,12,43.15077171958662,63.66120218579235,8.0,3,≥100 years,3–4
15823297,3,258.2128293230988,43.15077171958662,85,12,43.15077171958662,63.66120218579235,8.0,3,≥100 years,3–4
15823311,1,36.47657645975894,12.8773794390666,24,1,12.8773794390666,63.3245382585752,8.0,1,25–<50 years,1
15823367,1,123.3102778397532,32.742814216943394,70,14,32.742814216943394,204.52261306532665,-9.0,6,≥100 years,5+
15823387,1,123.3102778397532,32.742814216943394,70,14,32.742814216943394,204.52261306532665,-9.0,6,≥100 years,5+
15823411,1,13.0,3.25,12,2,3.25,11.348005502063272,24.25,0,10–<25 years,0
15823415,1,13.0,3.25,12,2,3.25,11.348005502063272,24.25,0,10–<25 years,0
15823423,1,13.0,3.25,12,2,3.25,11.348005502063272,24.25,0,10–<25 years,0
15823427,1,13.0,3.25,12,2,3.25,11.348005502063272,24.25,0,10–<25 years,0
15823433,1,13.0,3.25,12,2,3.25,11.348005502063272,24.25,0,10–<25 years,0
15823437,1,13.0,3.25,12,2,3.25,11.348005502063272,24.25,0,10–<25 years,0
15823441,1,13.0,3.25,12,2,3.25,11.348005502063272,24.25,0,10–<25 years,0
15823447,1,13.0,3.25,12,2,3.25,11.348005502063272,24.25,0,10–<25 years,0
15823449,1,13.0,3.25,12,2,3.25,11.348005502063272,24.25,0,10–<25 years,0
15823451,1,13.0,3.25,12,2,3.25,11.348005502063272,24.25,0,10–<25 years,0
15823459,1,13.0,3.25,12,2,3.25,11.348005502063272,24.25,0,10–<25 years,0
15823461,1,13.0,3.25,12,2,3.25,11.348005502063272,24.25,0,10–<25 years,0
15823465,1,13.0,3.25,12,2,3.25,11.348005502063272,24.25,0,10–<25 years,0
15823467,1,13.0,3.25,12,2,3.25,11.348005502063272,24.25,0,10–<25 years,0
15823469,1,123.3102778397532,32.742814216943394,70,14,32.742814216943394,204.52261306532665,-9.0,6,≥100 years,5+
15823473,1,65.29417835396498,,21,0,,,,0,50–<100 years,0
15823475,1,65.29417835396498,,21,0,,,,0,50–<100 years,0
15823489,1,13.0,3.25,12,2,3.25,11.348005502063272,24.25,0,10–<25 years,0
15823497,1,65.29417835396498,,21,0,,,,0,50–<100 years,0
15823499,1,65.29417835396498,,21,0,,,,0,50–<100 years,0
15823509,1,65.29417835396498,,21,0,,,,0,50–<100 years,0
15823511,1,65.29417835396498,,21,0,,,,0,50–<100 years,0
15823513,1,65.29417835396498,,21,0,,,,0,50–<100 years,0
15823525,1,65.29417835396498,,21,0,,,,0,50–<100 years,0
15823547,1,65.29417835396498,,21,0,,,,0,50–<100 years,0
15823557,1,65.29417835396498,,21,0,,,,0,50–<100 years,0
15823563,1,65.29417835396498,,21,0,,,,0,50–<100 years,0
15823591,1,65.29417835396498,,21,0,,,,0,50–<100 years,0
15823593,1,65.29417835396498,,21,0,,,,0,50–<100 years,0
15823597,1,65.29417835396498,,21,0,,,,0,50–<100 years,0
15823631,1,65.29417835396498,,21,0,,,,0,50–<100 years,0
15823653,1,65.29417835396498,,21,0,,,,0,50–<100 years,0
15823661,1,65.29417835396498,,21,0,,,,0,50–<100 years,0
15823667,1,65.29417835396498,,21,0,,,,0,50–<100 years,0
15823673,1,65.29417835396498,,21,0,,,,0,50–<100 years,0
15823683,1,65.29417835396498,,21,0,,,,0,50–<100 years,0
15823835,1,65.29417835396498,,21,0,,,,0,50–<100 years,0
15824221,1,17.307192076149594,9.35564290531885,20,1,9.35564290531885,151.72413793103448,-30.0,0,10–<25 years,0
15824223,1,17.307192076149594,9.35564290531885,20,1,9.35564290531885,151.72413793103448,-30.0,0,10–<25 years,0
15824233,1,17.307192076149594,9.35564290531885,20,1,9.35564290531885,151.72413793103448,-30.0,0,10–<25 years,0
15824245,1,17.307192076149594,9.35564290531885,20,1,9.35564290531885,151.72413793103448,-30.0,0,10–<25 years,0
15824263,1,17.307192076149594,9.35564290531885,20,1,9.35564290531885,151.72413793103448,-30.0,0,10–<25 years,0
15824277,1,17.307192076149594,9.35564290531885,20,1,9.35564290531885,151.72413793103448,-30.0,0,10–<25 years,0
15824309,1,17.307192076149594,9.35564290531885,20,1,9.35564290531885,151.72413793103448,-30.0,0,10–<25 years,0
15824319,1,17.307192076149594,9.35564290531885,20,1,9.35564290531885,151.72413793103448,-30.0,0,10–<25 years,0
15824321,1,17.307192076149594,9.35564290531885,20,1,9.35564290531885,151.72413793103448,-30.0,0,10–<25 years,0
15824553,1,12.0,6.0,10,1,6.0,218.6147186147186,-6.0,0,10–<25 years,0
15824593,1,12.0,6.0,10,1,6.0,218.6147186147186,-6.0,0,10–<25 years,0
15824619,1,12.0,6.0,10,1,6.0,218.6147186147186,-6.0,0,10–<25 years,0
15824635,1,12.0,6.0,10,1,6.0,218.6147186147186,-6.0,0,10–<25 years,0
15824773,1,12.0,6.0,10,1,6.0,218.6147186147186,-6.0,0,10–<25 years,0
15824811,1,12.0,6.0,10,1,6.0,218.6147186147186,-6.0,0,10–<25 years,0
15824847,1,12.0,6.0,10,1,6.0,218.6147186147186,-6.0,0,10–<25 years,0
15824849,1,12.0,6.0,10,1,6.0,218.6147186147186,-6.0,0,10–<25 years,0
15824859,1,12.0,6.0,10,1,6.0,218.6147186147186,-6.0,0,10–<25 years,0
15824861,1,12.0,6.0,10,1,6.0,218.6147186147186,-6.0,0,10–<25 years,0
15824871,1,12.0,6.0,10,1,6.0,218.6147186147186,-6.0,0,10–<25 years,0
15824873,1,12.0,6.0,10,1,6.0,218.6147186147186,-6.0,0,10–<25 years,0
15830163,1,13.0,3.25,12,2,3.25,11.348005502063272,24.25,0,10–<25 years,0
15830169,1,65.29417835396498,,21,0,,,,0,50–<100 years,0
166745457,2,34.35397672630856,19.0,21,8,19.0,167.87564766839378,-6.5,2,25–<50 years,2
166745458,1,34.35397672630856,15.511483162519108,21,1,15.511483162519108,167.87564766839378,-16.0,1,25–<50 years,1
166745596,1,67.59071317270985,,24,0,,,,0,50–<100 years,0
166745597,1,67.59071317270985,,24,0,,,,0,50–<100 years,0
166751210,1,506.4603860699283,4.859954663010571,87,11,4.859954663010571,12.788104089219331,41.0,0,≥100 years,0
166751211,1,506.4603860699283,4.859954663010571,87,11,4.859954663010571,12.788104089219331,41.0,0,≥100 years,0
166751271,1,117.53433044596132,117.53433044596132,35,13,117.53433044596132,272.2772277227723,-14.0,3,≥100 years,3–4
166759201,1,84.29856041946456,32.0967870197574,82,8,32.0967870197574,43.75,31.5,1,50–<100 years,1
166759228,2,133.09653814418334,133.09653814418334,95,10,133.09653814418334,56.43153526970954,-11.5,2,≥100 years,2
166759229,2,133.09653814418334,133.09653814418334,95,10,133.09653814418334,56.43153526970954,-11.5,2,≥100 years,2
18092069,1,19.59632959854572,19.59632959854572,23,6,19.59632959854572,185.29411764705884,-17.0,2,10–<25 years,2
18092077,1,19.59632959854572,19.59632959854572,23,6,19.59632959854572,185.29411764705884,-17.0,2,10–<25 years,2
18092109,1,19.59632959854572,19.59632959854572,23,6,19.59632959854572,185.29411764705884,-17.0,2,10–<25 years,2
18092111,1,19.59632959854572,19.59632959854572,23,6,19.59632959854572,185.29411764705884,-17.0,2,10–<25 years,2
18092131,1,19.59632959854572,19.59632959854572,23,6,19.59632959854572,185.29411764705884,-17.0,2,10–<25 years,2
18092169,1,19.59632959854572,19.59632959854572,23,6,19.59632959854572,185.29411764705884,-17.0,2,10–<25 years,2
18092181,1,19.59632959854572,19.59632959854572,23,6,19.59632959854572,185.29411764705884,-17.0,2,10–<25 years,2
18092197,1,19.59632959854572,19.59632959854572,23,6,19.59632959854572,185.29411764705884,-17.0,2,10–<25 years,2
18092201,1,19.59632959854572,19.59632959854572,23,6,19.59632959854572,185.29411764705884,-17.0,2,10–<25 years,2
18092249,1,19.59632959854572,19.59632959854572,23,6,19.59632959854572,185.29411764705884,-17.0,2,10–<25 years,2
18092617,1,19.59632959854572,19.59632959854572,23,6,19.59632959854572,185.29411764705884,-17.0,2,10–<25 years,2
18092649,1,19.59632959854572,19.59632959854572,23,6,19.59632959854572,185.29411764705884,-17.0,2,10–<25 years,2
18092667,1,19.59632959854572,19.59632959854572,23,6,19.59632959854572,185.29411764705884,-17.0,2,10–<25 years,2
18092699,1,19.59632959854572,19.59632959854572,23,6,19.59632959854572,185.29411764705884,-17.0,2,10–<25 years,2
18093959,1,75.52783167414833,22.27798050894948,35,14,22.27798050894948,149.30114358322746,-13.5,2,50–<100 years,2
18093961,1,43.032580361572045,2.3081529931621847,35,1,2.3081529931621847,18.33659491193738,27.0,0,25–<50 years,0
18093963,1,43.032580361572045,2.3081529931621847,35,1,2.3081529931621847,18.33659491193738,27.0,0,25–<50 years,0
18093965,1,75.52783167414833,22.27798050894948,35,14,22.27798050894948,149.30114358322746,-13.5,2,50–<100 years,2
18093987,1,75.52783167414833,22.27798050894948,35,14,22.27798050894948,149.30114358322746,-13.5,2,50–<100 years,2
18094029,1,43.032580361572045,2.3081529931621847,35,1,2.3081529931621847,18.33659491193738,27.0,0,25–<50 years,0
18094031,1,75.52783167414833,22.27798050894948,35,14,22.27798050894948,149.30114358322746,-13.5,2,50–<100 years,2
18094041,1,43.032580361572045,2.3081529931621847,35,1,2.3081529931621847,18.33659491193738,27.0,0,25–<50 years,0
18094049,1,43.032580361572045,2.3081529931621847,35,1,2.3081529931621847,18.33659491193738,27.0,0,25–<50 years,0
18094063,1,75.52783167414833,22.27798050894948,35,14,22.27798050894948,149.30114358322746,-13.5,2,50–<100 years,2
18094075,1,43.032580361572045,2.3081529931621847,35,1,2.3081529931621847,18.33659491193738,27.0,0,25–<50 years,0
18094079,1,43.032580361572045,2.3081529931621847,35,1,2.3081529931621847,18.33659491193738,27.0,0,25–<50 years,0
18094095,1,75.52783167414833,22.27798050894948,35,14,22.27798050894948,149.30114358322746,-13.5,2,50–<100 years,2
18094117,1,43.032580361572045,2.3081529931621847,35,1,2.3081529931621847,18.33659491193738,27.0,0,25–<50 years,0
18094123,1,43.032580361572045,2.3081529931621847,35,1,2.3081529931621847,18.33659491193738,27.0,0,25–<50 years,0
18094139,1,43.032580361572045,2.3081529931621847,35,1,2.3081529931621847,18.33659491193738,27.0,0,25–<50 years,0
18094145,1,43.032580361572045,2.3081529931621847,35,1,2.3081529931621847,18.33659491193738,27.0,0,25–<50 years,0
18094161,1,75.52783167414833,22.27798050894948,35,14,22.27798050894948,149.30114358322746,-13.5,2,50–<100 years,2
18094165,2,83.48734396004494,83.48734396004494,46,16,83.48734396004494,64.41281138790036,7.0,5,50–<100 years,5+
18094179,2,83.48734396004494,83.48734396004494,46,16,83.48734396004494,64.41281138790036,7.0,5,50–<100 years,5+
18094191,1,75.52783167414833,22.27798050894948,35,14,22.27798050894948,149.30114358322746,-13.5,2,50–<100 years,2
18094195,2,83.48734396004494,83.48734396004494,46,16,83.48734396004494,64.41281138790036,7.0,5,50–<100 years,5+
18094203,2,83.48734396004494,83.48734396004494,46,16,83.48734396004494,64.41281138790036,7.0,5,50–<100 years,5+
18094223,2,83.48734396004494,83.48734396004494,46,16,83.48734396004494,64.41281138790036,7.0,5,50–<100 years,5+
18094251,1,75.52783167414833,22.27798050894948,35,14,22.27798050894948,149.30114358322746,-13.5,2,50–<100 years,2
18094261,1,75.52783167414833,22.27798050894948,35,14,22.27798050894948,149.30114358322746,-13.5,2,50–<100 years,2
18094281,1,75.52783167414833,22.27798050894948,35,14,22.27798050894948,149.30114358322746,-13.5,2,50–<100 years,2
18094287,1,75.52783167414833,22.27798050894948,35,14,22.27798050894948,149.30114358322746,-13.5,2,50–<100 years,2
18094289,1,75.52783167414833,22.27798050894948,35,14,22.27798050894948,149.30114358322746,-13.5,2,50–<100 years,2
18094325,1,83.48734396004494,83.48734396004494,46,15,83.48734396004494,64.41281138790036,6.0,5,50–<100 years,5+
18094331,1,83.48734396004494,83.48734396004494,46,15,83.48734396004494,64.41281138790036,6.0,5,50–<100 years,5+
18094345,1,117.53433044596132,117.53433044596132,35,13,117.53433044596132,272.2772277227723,-14.0,3,≥100 years,3–4
18094355,1,83.48734396004494,83.48734396004494,46,15,83.48734396004494,64.41281138790036,6.0,5,50–<100 years,5+
18094359,1,117.53433044596132,117.53433044596132,35,13,117.53433044596132,272.2772277227723,-14.0,3,≥100 years,3–4
18094367,1,117.53433044596132,117.53433044596132,35,13,117.53433044596132,272.2772277227723,-14.0,3,≥100 years,3–4
18094379,1,83.48734396004494,83.48734396004494,46,15,83.48734396004494,64.41281138790036,6.0,5,50–<100 years,5+
18094385,1,83.48734396004494,83.48734396004494,46,15,83.48734396004494,64.41281138790036,6.0,5,50–<100 years,5+
18094397,1,117.53433044596132,117.53433044596132,35,13,117.53433044596132,272.2772277227723,-14.0,3,≥100 years,3–4
18094415,1,83.48734396004494,83.48734396004494,46,15,83.48734396004494,64.41281138790036,6.0,5,50–<100 years,5+
18094435,1,56.85662888565299,56.85662888565299,35,14,56.85662888565299,442.8223844282238,-15.0,2,50–<100 years,2
18094465,1,56.85662888565299,56.85662888565299,35,14,56.85662888565299,442.8223844282238,-15.0,2,50–<100 years,2
18094475,1,56.85662888565299,56.85662888565299,35,14,56.85662888565299,442.8223844282238,-15.0,2,50–<100 years,2
18094567,1,56.85662888565299,56.85662888565299,35,14,56.85662888565299,442.8223844282238,-15.0,2,50–<100 years,2
18094979,2,83.48734396004494,83.48734396004494,46,16,83.48734396004494,64.41281138790036,7.0,5,50–<100 years,5+
18094981,2,83.48734396004494,83.48734396004494,46,16,83.48734396004494,64.41281138790036,7.0,5,50–<100 years,5+
18094995,1,83.48734396004494,83.48734396004494,46,15,83.48734396004494,64.41281138790036,6.0,5,50–<100 years,5+
