site_no,site_name,huc12,drainage_area_sqmi,record_years,first_water_year,last_water_year,missing_water_year_count,qualified_peak_fraction,duplicate_year_fraction,kendall_tau,kendall_p,lag1_autocorrelation,pettitt_change_year,pettitt_p,stationarity_warning
02360500,,031402010208,291.0,18,1953,1994,24,0.1111111111111111,0.0,0.20261437908496735,0.2599200623942404,0.45397746141250855,1968.0,0.17490715426085848,True
02361000,,031402010602,686.0,98,1922,2025,6,0.01020408163265306,0.0,-0.12107816465868507,0.07757823317463988,-0.11037958965848978,1979.0,0.24646731017965537,False
02361500,,031402011202,1280.0,26,1925,2025,75,0.038461538461538464,0.0,-0.10153846153846155,0.4844245357791813,-0.07024698672005436,2020.0,0.79432826306946,False
02362240,,031402011101,21.4,35,1986,2021,1,0.0,0.0,-0.03535358545274646,0.765481653928013,0.076458149779541,1989.0,0.6010785283393231,False
02362610,,031402020201,18.7,12,1973,1994,10,0.16666666666666666,0.0,-0.2727272727272727,0.24957952123750735,-0.5710142152795754,1980.0,0.5549351041725344,True
02362640,,031402020205,96.8,1,1990,1990,0,1.0,0.0,,,,,,False
02362745,,031402020103,4.4,5,1970,1974,0,0.0,0.0,0.0,1.0,-0.6950680750808882,,,True
02362780,,031402020301,39.8,1,1990,1990,0,1.0,0.0,,,,,,False
02363000,,031402020504,498.0,87,1939,2025,0,0.011494252873563218,0.0,-0.11099225979407012,0.1281443390533052,-0.1244921188163535,1981.0,0.38109727568759755,False
02363005,,031402020504,0.76,9,1990,2001,3,0.2222222222222222,0.0,-0.4444444444444444,0.11943893298059964,0.10244859732382514,1998.0,0.46827260127133097,False
02363055,,031402020506,,7,1973,1980,1,0.0,0.0,0.14285714285714288,0.7726190476190476,-0.7426278806076075,,,True
02363225,,031402020401,1.2,9,2012,2021,1,1.0,0.0,0.2222222222222222,0.47670855379188715,-0.19497285065094294,2015.0,0.9535212573379397,False
02363280,,031402020403,112.0,1,1990,1990,0,0.0,0.0,,,,,,False
02363330,,031402020405,26.8,1,1990,1990,0,0.0,0.0,,,,,,False
02364000,,031402020603,959.0,71,1936,2016,10,0.0,0.0,-0.06645189429138036,0.4127639970882302,-0.013372582232579049,1981.0,0.9182493232251769,False
02364050,,031402020601,28.4,1,1990,1990,0,0.0,0.0,,,,,,False
02364500,,031402020610,1182.0,72,1905,2025,49,0.18055555555555555,0.0,-0.123456982131703,0.12565680708634272,0.16795390053678963,2005.0,0.5467739084968275,False
02364570,,031402020701,26.2,20,1975,1995,1,0.0,0.0,-0.09473684210526316,0.5858584459782121,0.09748837772816524,1980.0,0.8758441584767186,False
02364806,,031402020904,0.54,3,2004,2006,0,0.0,0.0,,,,,,False
02365200,,031402030105,3209.0,32,1977,2025,17,0.0625,0.0,-0.11290322580645162,0.3754254012076831,-0.07492949525073955,1999.0,0.6790174166855433,False
02365310,,031402030201,1.44,10,1972,1981,0,0.0,0.0,-0.24444444444444444,0.38071979717813054,-0.06386722534850793,1973.0,1.0,False
02365408,,031402030201,0.08,3,2004,2006,0,0.0,0.0,,,,,,False
02367400,,031401030104,30.0,3,1980,1990,8,0.0,0.0,,,,,,False
02367500,,031401030103,114.0,31,1944,1998,24,0.0967741935483871,0.0,0.1470291750218996,0.24739352347615873,0.25702415052141897,1969.0,0.36996279981460856,False
02367800,,031401030401,461.0,12,1959,1990,20,0.08333333333333333,0.0,0.1212121212121212,0.6383612539081289,0.3746919368877465,1969.0,0.5549351041725344,True
02367900,,031401030403,510.0,26,1999,2024,0,0.0,0.0,0.06461538461538462,0.6624406163751665,-0.17827377021444984,2002.0,0.8222245810143749,False
02369800,,031401040104,87.7,58,1968,2025,0,0.017241379310344827,0.0,-0.0950363370242295,0.2922487966385847,-0.02081436591026102,1998.0,0.3608759294434919,False
02370200,,031401040303,36.0,10,1958,1967,0,0.1,0.0,-0.06666666666666667,0.8618005952380953,0.3804053503023988,1959.0,0.4949906250906068,True
02371000,,031403010204,257.0,27,1944,1994,24,0.07407407407407407,0.0,-0.1171433352798953,0.39249855294717695,-0.013919337567247872,1968.0,1.0,False
02371050,,031403010204,1.05,9,2012,2021,1,1.0,0.0,0.1111111111111111,0.761414241622575,-0.3110750657984974,2015.0,1.0,True
02371200,,031403010205,8.87,29,1959,1990,3,0.034482758620689655,0.0,0.23209947294566896,0.07775242576507298,0.16062209097388752,1969.0,0.012574854309238978,True
02371470,,031403010303,4.43,2,1991,1992,0,0.0,0.0,,,,,,False
02371500,,031403010401,500.0,88,1938,2025,0,0.011363636363636364,0.0,-0.10251051633295132,0.15769162439073992,0.038494554124308085,1999.0,0.6472055863600579,False
02371503,,031403010401,8.8,1,1998,1998,0,0.0,0.0,,,,,,False
02372000,,031403020404,254.0,28,1944,1990,19,0.03571428571428571,0.0,0.07936507936507936,0.5700272398217049,0.10505745876813882,1956.0,0.9001928374702501,False
02372250,,031403020501,442.0,50,1975,2025,1,0.0,0.0,-0.11759902981200605,0.22836483943359476,-0.1188330450963736,1980.0,0.7334772468939849,False
02372422,,031403010501,1273.0,16,1999,2014,0,0.0,0.0,0.19247030401381632,0.2999367677880739,-0.31455145762984377,2008.0,0.8449096220004249,True
02372430,,031403010501,1277.0,15,2011,2025,0,0.06666666666666667,0.0,-0.04761904761904762,0.845841042458974,-0.24835864457970858,2020.0,1.0,False
02372500,,031403010502,1344.0,58,1905,1975,13,0.017241379310344827,0.0,0.003630862496005574,0.9678947555233564,0.17942852193530018,1915.0,0.9674059136296875,False
02372510,,031403010503,,5,1970,1974,0,0.0,0.0,-0.19999999999999998,0.8166666666666667,-0.38475803716188545,,,True
02372755,,031403030102,0.69,10,2012,2021,0,1.0,0.0,0.31462660248284624,0.2086677876982641,-0.3264071746479513,2017.0,0.5861816545675114,True
02372800,,031403030101,37.8,10,1973,1990,8,0.1,0.0,0.19999999999999998,0.4843127204585538,-0.48072756630049707,1981.0,0.6866409702513011,True
02373000,,031403030604,470.0,83,1938,2024,4,0.012048192771084338,0.0,-0.0555719002292691,0.4572966212248213,-0.024996373685643013,1983.0,0.866637704654617,False
02373500,,031403030502,307.0,34,1938,1990,19,0.058823529411764705,0.0,0.01784122030127294,0.8821370094053368,0.07533194816717964,1959.0,0.7378713513247548,False
02373800,,031403030704,1017.0,9,1975,1983,0,0.0,0.0,-0.2222222222222222,0.47670855379188715,-0.16139210410045016,1977.0,1.0,False
02374000,,031403040501,2495.0,23,1929,1957,6,0.043478260869565216,0.0,-0.2930698815217504,0.05057649284660137,0.252526426288643,1949.0,0.15035523960601485,False
02374050,,031403040501,,3,2017,2019,0,0.3333333333333333,0.0,,,,,,False
02374250,,031403040506,2661.0,27,1999,2025,0,0.0,0.0,0.1373403206998946,0.31667955421381455,-0.20276076389055414,2007.0,0.6699037785693548,False
02374500,,031403040107,176.0,88,1938,2025,0,0.011363636363636364,0.0,-0.07815973437397801,0.2811860344837246,-0.00741426095759763,1985.0,0.415076827870589,False
02374660,,031403040403,329.0,6,1975,1980,0,0.0,0.0,-0.2,0.7194444444444444,-0.1628559313103051,,,False
02374700,,031403040404,435.0,27,1998,2025,1,0.07407407407407407,0.0,0.03133903133903134,0.8364668517952467,-0.4710581967595799,2019.0,1.0,True
02374745,,031403040305,182.0,27,1998,2024,0,0.037037037037037035,0.0,0.09129823840232809,0.5046149330064934,-0.19300302453262144,2015.0,0.7188702088401953,False
02374950,,031403050206,193.0,25,2001,2025,0,0.0,0.0,0.033333333333333326,0.8352616332525121,-0.047273201194138297,2015.0,0.8542251213894374,False
02374970,,031403050102,79.4,12,1971,1990,8,0.08333333333333333,0.0,0.39393939393939387,0.0863171145983646,0.19744525833623858,1979.0,0.1933233156649223,False
02375000,,031403050302,330.0,46,1939,2025,41,0.0,0.0,0.04545456671176954,0.6562886556968028,-0.1356280390544059,1959.0,0.7214875489745357,False
02375500,,031403050402,3817.0,91,1935,2025,0,0.02197802197802198,0.0,-0.16127064707268837,0.02365315459611614,0.037618562389610186,1998.0,0.08693558437137265,True
02376293,,031401060302,26.5,26,1998,2024,1,0.0,0.0,-0.05230769230769231,0.7269745473586298,-0.16583371848455222,2021.0,1.0,False
02376500,,031401060403,394.0,85,1929,2025,12,0.023529411764705882,0.0,0.018220046519999658,0.8051271917307218,0.023935290247212526,1973.0,0.9584496591866002,False
02376551,,031401060701,0.92,9,1969,1977,0,0.0,0.0,0.2777777777777778,0.35848765432098767,0.5659659740887432,1973.0,0.10333121375776921,True
02377500,,031401060504,92.2,25,1952,1989,13,0.08,0.0,0.12353940420942289,0.38738488870214305,-0.34297690972895406,1971.0,1.0,True
02377570,,031401060506,192.0,38,1988,2025,0,0.05263157894736842,0.0,-0.09110322592247755,0.4210127345997998,0.042562229953558926,1998.0,0.2000652926252854,False
02377960,,031401060602,56.6,4,1988,1991,0,0.0,0.0,,,,,,False
02378170,,031401070201,4.98,16,2009,2024,0,0.0,0.0,0.13333333333333333,0.505644437997331,0.09795777656259246,2016.0,0.5783005036119058,False
02378185,,031401070204,,4,2022,2025,0,0.0,0.0,,,,,,False
02378300,,031602050203,16.6,26,2000,2025,0,0.0,0.0,-0.08012336167697755,0.5664960285739783,0.1678538355504189,2020.0,0.49870441755459244,False
02378500,,031602050201,55.3,55,1954,2024,16,0.0,0.0,0.10912765859813003,0.23956431383759513,-0.033458564345588936,1988.0,0.3223991257629373,False
0237854520,,031602050204,120.6,3,2021,2023,0,0.0,0.0,,,,,,False
02378780,,031602040505,,3,2018,2020,0,0.0,0.0,,,,,,False
02378790,,031602040505,,3,2018,2020,0,0.0,0.0,,,,,,False
02397530,,031501050206,4362.0,12,2014,2025,0,1.0,0.0,-0.2121212121212121,0.38070480349126185,-0.16591726062341067,2021.0,0.5549351041725344,False
02398195,,031501050501,9.53,7,1979,1985,0,0.0,0.0,-0.04761904761904762,1.0,-0.2839245740599079,,,False
02398250,,031501050502,67.6,2,2001,2002,0,0.0,0.0,,,,,,False
02398300,,031501050605,366.0,85,1938,2024,2,0.25882352941176473,0.0,-0.1457808197117791,0.0484111628203227,0.2010810828704547,1983.0,0.09891384359671476,True
02398400,,031501050605,368.0,41,1938,1979,1,0.04878048780487805,0.0,-0.09768017049307197,0.36882929768481887,0.22952496733571087,1966.0,0.415319860260252,False
02398500,,031501050605,379.0,24,1938,1990,29,0.041666666666666664,0.0,0.025408390302421965,0.8621136085061991,0.26220261234516884,1945.0,0.6204752972889153,False
02398950,,031501050704,42.8,15,1998,2012,0,0.0,0.0,-0.028571428571428574,0.9225700904951897,0.38030486372537275,2004.0,0.7657857719502241,True
02399000,,031501050802,125.0,34,1929,1967,5,0.0,0.0,-0.03939162114736197,0.7441844636160321,0.1575804593429259,1955.0,1.0,False
02399200,,031501050806,199.0,70,1929,2025,27,0.05714285714285714,0.0,0.015352730137107353,0.8511890771404018,0.16941641753463213,2005.0,0.8353131983622557,False
02399500,,031501051002,5270.0,21,1938,1958,0,0.5238095238095238,0.0,-0.11933208210323487,0.4500885084275561,0.38311364613543536,1951.0,0.5403982100452397,True
02399800,,031501050904,15.4,8,1961,1969,1,0.0,0.0,-0.42857142857142855,0.17886904761904762,-0.0179899081499653,1963.0,0.19193417208999694,False
02400000,,031501050906,116.0,20,1945,1979,15,0.05,0.0,0.0,1.0,-0.07231458900757008,1960.0,0.7129946294897666,False
02400033,,031501050905,4.62,10,1971,1980,0,0.0,0.0,0.15555555555555553,0.6006536596119929,0.031191798440203363,1973.0,0.5861816545675114,False
02400100,,031501050909,252.0,63,1950,2024,12,0.031746031746031744,0.0,-0.2633872159043748,0.0022980255932602326,0.29218303380743094,1982.0,0.0013134372376388387,True
02400496,,031501060204,5800.0,1,2023,2023,0,0.0,0.0,,,,,,False
02400500,,031501060204,5805.0,72,1886,1996,39,0.013888888888888888,0.0,-0.20489735227173492,0.011000510430317745,0.378206984747099,1951.0,0.05342679524520123,True
02400680,,031501060101,55.4,23,2003,2025,0,0.0,0.0,-0.03168323043478383,0.8326084143320079,0.10456796868306716,2004.0,1.0,False
02400690,,031501060102,6.76,4,1971,1974,0,0.0,0.0,,,,,,False
02401000,,031501060104,182.0,73,1944,2025,9,0.0273972602739726,0.0,-0.12378600165159286,0.1216590881604001,0.2655250509327731,1966.0,0.39698806515884494,False
02401330,,031501060309,,1,2023,2023,0,0.0,0.0,,,,,,False
02401370,,031501060302,45.0,17,1979,1995,0,0.058823529411764705,0.0,-0.21402359733885637,0.23185230020368097,0.30507588239812516,1984.0,0.2370476480923843,True
02401390,,031501060305,141.0,60,1966,2025,0,0.0,0.0,-0.03846156307045782,0.6644813268069618,0.17149584567674428,2005.0,0.5656210423421628,False
02401450,,031501060305,9.88,2,1977,1978,0,0.0,0.0,,,,,,False
02401460,,031501060305,14.3,5,1981,1985,0,0.0,0.0,0.0,1.0,-0.057308090875242364,,,False
02401470,,031501060304,22.3,15,1970,1995,11,0.2,0.0,-0.3750173366311551,0.0530217875145871,0.2085913027349978,1984.0,0.259624353710876,False
02401500,,031501060306,253.0,28,1938,1965,0,0.0,0.0,-0.1329806046506519,0.32279679505721826,0.08083457752628509,1954.0,0.7734548312707543,False
02401620,,031501060409,6596.0,14,1966,1979,0,0.0,0.0,0.19889806323953876,0.32369755479615125,-0.47705250533267,1975.0,0.7448235595424172,True
02401700,,031501060404,39.7,5,1957,1961,0,0.2,0.0,0.19999999999999998,0.8166666666666667,0.0508603874006296,,,False
02401800,,031501060403,92.2,5,1957,1961,0,0.0,0.0,0.0,1.0,-0.1724670153819249,,,False
02401895,,031501060406,216.4,11,2015,2025,0,0.6363636363636364,0.0,0.0909090909090909,0.7611503928170594,-0.19125847144484381,2018.0,0.8897896657432863,False
02402500,,031501060605,7069.0,20,1897,1916,0,0.0,0.0,-0.021164317410844256,0.8966344990211957,-0.14294646731760927,1903.0,1.0,False
02403200,,031501060504,121.0,4,1957,1961,1,0.25,0.0,,,,,,False
02403310,,031501060507,191.0,17,2003,2023,4,0.0,0.0,0.07407610636824496,0.6798798933829836,0.3269201653480981,2009.0,0.48686377011285137,True
02403395,,031501060507,222.0,4,2000,2003,0,0.0,0.0,,,,,,False
02404000,,031501060512,277.0,43,1904,1979,33,0.023255813953488372,0.0,0.17728534576704585,0.0940207917772439,-0.04717281127268333,1960.0,0.33232850586020096,False
02404245,,031501060511,71.8,27,1951,1979,2,0.07407407407407407,0.0,-0.09971509971509973,0.48213101687785026,0.08607216876215813,1957.0,0.7440233059922534,False
02404400,,031501060514,481.0,61,1961,2024,3,0.0,0.0,-0.07168269361230249,0.41491161881460226,0.08511063791198299,1980.0,0.2718817131467504,False
02404500,,031501060514,496.0,26,1939,1977,13,0.038461538461538464,0.0,0.18490006540840973,0.1858971020876231,0.01091711623627172,1960.0,0.4374007673418774,False
02405000,,031501060803,7663.0,17,1942,1958,0,0.0,0.0,-0.3235294117647059,0.07616914862439772,-0.012225794092104815,1951.0,0.14025511483860778,False
02405200,,031501060810,7743.0,15,1965,1979,0,0.0,0.0,0.06666666666666668,0.770495669755301,0.007953125338634294,1975.0,0.7657857719502241,False
02405500,,031501060808,193.0,57,1952,2024,16,0.07017543859649122,0.0,-0.10025062656641606,0.2707157198918305,0.14148108971592083,1990.0,0.9215373902432301,False
02405800,,031501060701,69.6,12,1958,1970,1,0.16666666666666666,0.0,0.4545454545454545,0.04473689858238469,0.14796370463210956,1966.0,0.3670101994294372,True
02406000,,031501060702,101.0,10,1953,1962,0,0.0,0.0,0.022222222222222223,1.0,0.1685855792590581,1954.0,0.9118248435222587,False
02406500,,031501060703,150.0,71,1939,2025,16,0.014084507042253521,0.0,-0.03584374904201729,0.658644917445774,0.010555062446807213,1958.0,1.0,False
02406930,,031501070104,16.5,14,2011,2024,0,0.0,0.0,0.0333353911370414,0.8691572065912958,0.012775483027242436,2020.0,1.0,False
02407000,,031501070301,8392.0,95,1916,2025,15,0.12631578947368421,0.0,-0.18342877500254348,0.008535907323876027,0.22492498035900962,1957.0,0.007057040198349265,True
02407500,,031501070204,96.5,21,1951,1979,8,0.09523809523809523,0.0,-0.04761904761904762,0.7884201661285044,0.13033738824618568,1953.0,0.978478012598964,False
02407514,,031501070205,142.0,18,2006,2024,1,0.1111111111111111,0.0,0.05882352941176472,0.7652367457549346,0.1454243649674233,2009.0,0.48955413687877974,False
02407680,,031501070403,32.9,10,1972,1982,1,0.0,0.0,0.1111111111111111,0.7274895282186948,0.27019608073068585,1975.0,0.9118248435222587,False
02407900,,031501070502,12.7,13,1960,1972,0,0.0,0.0,0.15384615384615383,0.5097745711721406,-0.14608458737878147,1961.0,1.0,False
02407950,,031501070503,9053.0,17,1963,1979,0,0.0,0.0,0.24999999999999997,0.17665741934030035,-0.1484543313600305,1969.0,0.2614649874712711,False
02408150,,031501070802,35.7,10,2015,2024,0,0.2,0.0,0.1111111111111111,0.7274895282186948,-0.48722094104681085,2015.0,1.0,True
02408340,,031501070702,8.09,7,1967,1979,6,0.2857142857142857,0.0,0.6190476190476191,0.06904761904761905,0.22952223982841718,,,False
02408500,,031501070708,233.0,34,1945,1979,1,0.029411764705882353,0.0,0.06434339477574912,0.5934411851795389,0.0012260244941905566,1970.0,0.7200357602084276,False
02408540,,031501070708,263.0,45,1979,2024,1,0.022222222222222223,0.0,-0.051593382617950496,0.6177893476762768,0.09564236446385835,1984.0,0.6733973906594128,False
02409000,,031501070602,73.4,21,1951,1979,8,0.047619047619047616,0.0,-0.01904761904761905,0.9287407412617347,-0.16188465245600203,1957.0,1.0,False
02409400,,031501070803,9778.0,39,1938,1979,3,0.0,0.0,0.06359969164272423,0.5695465258766933,0.15379316034157103,1969.0,0.48337082676097076,False
02409540,,031501070906,1.01,8,1972,1981,2,0.0,0.0,0.14285714285714285,0.7195436507936508,-0.5653638294938728,1973.0,1.0,True
02410000,,031501070905,4.91,37,1952,1988,0,0.0,0.0,0.019563631484295647,0.864955795423451,-0.12632248926729014,1959.0,1.0,False
02411000,,031501070907,10102.0,89,1913,2013,12,0.5393258426966292,0.0,-0.17935302305221168,0.012973781774903083,0.18361534190939846,1984.0,0.009033161885225332,True
02411602,,031501070907,0.75,10,2012,2021,0,1.0,0.0,0.4222222222222222,0.10831349206349207,-0.06812814977012495,2015.0,0.22567237463411383,False
02412000,,031501080405,448.0,72,1953,2024,0,0.0,0.0,-0.1396986917758704,0.08265480939855391,0.09125964798770565,1984.0,0.03451790964080657,True
02412065,,031501080403,52.8,11,1972,1982,0,0.0,0.0,-0.23636363636363636,0.3587114698573032,-0.1948998269517558,1977.0,0.38299039002932606,False
02412320,,031501081003,1.79,9,1974,1982,0,0.0,0.0,0.0,1.0,-0.40970422980418836,1974.0,1.0,True
02412500,,031501081006,792.0,32,1939,1970,0,0.0,0.0,0.09677419354838711,0.44906494048081386,0.03484259630279604,1960.0,0.9228483866646878,False
02413300,,031501080905,406.0,49,1976,2024,0,0.02040816326530612,0.0,-0.10490451855854994,0.28889814548282833,0.1827718205273193,1998.0,0.31686320148357433,False
02413400,,031501080902,6.87,14,1960,1979,6,0.07142857142857142,0.0,-0.07692307692307693,0.7471887597172815,-0.332804507372193,1966.0,0.9573487696579551,True
02413475,,031501080904,46.6,26,1951,1979,3,0.038461538461538464,0.0,0.17028190212758335,0.22487686552791386,-0.021024879748386974,1970.0,0.3305543081930953,False
02413500,,031501080906,591.0,33,1938,1979,9,0.030303030303030304,0.0,0.07969653816599978,0.5150970825245575,0.15017928073559136,1960.0,0.8234690960625637,False
02414000,,031501090105,1455.0,6,1923,1929,1,0.0,0.0,0.4666666666666666,0.2722222222222222,-0.16575043934134817,,,False
02414300,,031501090106,1620.0,2,2022,2023,0,0.0,0.0,,,,,,False
02414500,,031501090107,1675.0,99,1924,2024,2,0.0,0.0,-0.13287945478249824,0.05153721983892785,0.07159257127823304,1984.0,0.006530293529999048,True
02414525,,031501090301,21.3,3,1999,2001,0,0.0,0.0,,,,,,False
02414715,,031501090309,2058.0,40,1986,2025,0,0.05,0.0,0.03720334312495077,0.7354363337329133,-0.10664233735253634,2018.0,0.9691513117965113,False
02414765,,031501090402,26.2,10,1972,1981,0,0.0,0.0,-0.06666666666666667,0.8618005952380953,-0.2568089068875941,1979.0,1.0,False
02414800,,031501090403,7.97,21,1951,1979,8,0.047619047619047616,0.0,-0.2380952380952381,0.14032300106204762,0.06925372997166104,1958.0,0.4261662314802118,False
02415000,,031501090405,190.0,62,1953,2025,11,0.04838709677419355,0.0,0.02913139270867464,0.7382954370071286,-0.042036459803514184,2016.0,0.9364950362928393,False
02416000,,031501090802,2480.0,26,1901,1926,0,0.8846153846153846,0.0,0.015384615384615385,0.9304701683802264,-0.10929128817668224,1915.0,1.0,False
02416360,,031501090501,,2,2022,2023,0,0.5,0.0,,,,,,False
02416481,,031501090504,0.5,10,1990,2003,4,0.1,0.0,-0.13483997249264842,0.590013887163346,-0.20655438492677428,1997.0,1.0,False
02417400,,031501090703,1.27,8,1966,1973,0,0.0,0.0,-0.2857142857142857,0.39875992063492066,-0.3373809322530706,1969.0,0.44626032029685964,True
02418000,,031501100406,2984.0,7,1913,1927,8,0.0,0.0,-0.04761904761904762,1.0,-0.3656958629226819,,,True
02418230,,031501100102,71.3,25,2000,2024,0,0.04,0.0,0.06343915351294688,0.657139851506529,-0.23163876882599607,2013.0,1.0,False
02418500,,031501100406,3328.0,84,1929,2013,1,0.5714285714285714,0.0,-0.10142233608540013,0.17263413747372502,0.068654626114296,1984.0,0.26855596347024746,False
02418760,,031501100202,45.8,22,2003,2024,0,0.0,0.0,0.11688311688311688,0.4680001686472355,-0.22059319473296765,2012.0,0.7044548199854225,False
02418764,,031501100202,1.8,11,2011,2021,0,1.0,0.0,0.11009637651263605,0.6394118528033749,-0.2893050545669154,2013.0,0.994813569338451,False
02418770,,031501100202,2.0,10,2011,2021,1,1.0,0.0,0.1111111111111111,0.7274895282186948,-0.12746445315876304,2015.0,0.4134509240660289,False
02419000,,031501100302,333.0,85,1940,2025,1,0.0,0.0,-0.012331840502373093,0.8673649534497827,0.002945267231899295,1949.0,0.9686846045097715,False
02419500,,031501100406,3771.0,6,1898,2015,112,0.8333333333333334,0.0,0.06666666666666665,1.0,-0.5878282109516466,,,True
02419625,,031501100504,124.0,18,1952,1970,1,0.0,0.0,-0.15737789507292677,0.3629714323398304,-0.2538460759961844,1954.0,0.9827710108797152,False
02419670,,031501100604,122.0,1,2016,2016,0,0.0,0.0,,,,,,False
02419790,,031501100802,103.0,1,2016,2016,0,0.0,0.0,,,,,,False
02419835,,031501100902,48.4,9,1971,1980,1,0.0,0.0,-0.2222222222222222,0.47670855379188715,-0.3135044676685847,1975.0,0.9535212573379397,True
02419845,,031501100904,7.1,11,2009,2021,2,1.0,0.0,0.18698939800169143,0.4311087151029369,-0.3775830653053915,2015.0,1.0,True
02419875,,031501100905,2.7,11,2009,2021,2,1.0,0.0,-0.05454545454545454,0.8792698312489979,0.15564898388488915,2015.0,1.0,False
02419890,,031501100905,4646.0,30,1996,2025,0,0.6666666666666666,0.0,0.1334868547812314,0.30069481982194035,-0.2042913819145545,2013.0,0.5225663293506706,False
