station_id,station_name,latitude,longitude,raw_file,status,request_url,rows_parsed,error
01-0402,ATMORE,31.1819,-87.4389,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-0402_pds_frequency.csv,failed,https://hdsc.nws.noaa.gov/cgi-bin/new/fe_text.csv?lat=31.181900&lon=-87.438900&data=depth&units=metric&series=pds,0,"ValueError: The NOAA response was recognized, but no duration and recurrence-interval records were parsed."
01-0422,AUBURN,32.6,-85.5,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-0422_pds_frequency.csv,failed,https://hdsc.nws.noaa.gov/cgi-bin/new/fe_text.csv?lat=32.600000&lon=-85.500000&data=depth&units=metric&series=pds,0,"ValueError: The NOAA response was recognized, but no duration and recurrence-interval records were parsed."
01-0425,AUBURN #2,32.5992,-85.4653,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-0425_pds_frequency.csv,failed,https://hdsc.nws.noaa.gov/cgi-bin/new/fe_text.csv?lat=32.599200&lon=-85.465300&data=depth&units=metric&series=pds,0,"ValueError: The NOAA response was recognized, but no duration and recurrence-interval records were parsed."
01-0427,AUBURN AG RSCH STN 10,32.6,-85.4833,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-0427_pds_frequency.csv,failed,https://hdsc.nws.noaa.gov/cgi-bin/new/fe_text.csv?lat=32.600000&lon=-85.483300&data=depth&units=metric&series=pds,0,"ValueError: The NOAA response was recognized, but no duration and recurrence-interval records were parsed."
01-0430,AUBURN AGRONOMY FARM,32.6,-85.5,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-0430_pds_frequency.csv,failed,https://hdsc.nws.noaa.gov/cgi-bin/new/fe_text.csv?lat=32.600000&lon=-85.500000&data=depth&units=metric&series=pds,0,"ValueError: The NOAA response was recognized, but no duration and recurrence-interval records were parsed."
01-0440,AUTAUGAVILLE 3 N,32.4706,-86.68,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-0440_pds_frequency.csv,failed,https://hdsc.nws.noaa.gov/cgi-bin/new/fe_text.csv?lat=32.470600&lon=-86.680000&data=depth&units=metric&series=pds,0,"ValueError: The NOAA response was recognized, but no duration and recurrence-interval records were parsed."
01-0505,BANKHEAD L&D,33.4528,-87.3572,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-0505_pds_frequency.csv,failed,https://hdsc.nws.noaa.gov/cgi-bin/new/fe_text.csv?lat=33.452800&lon=-87.357200&data=depth&units=metric&series=pds,0,"ValueError: The NOAA response was recognized, but no duration and recurrence-interval records were parsed."
01-0546,BARTON,34.7167,-87.8667,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-0546_pds_frequency.csv,failed,https://hdsc.nws.noaa.gov/cgi-bin/new/fe_text.csv?lat=34.716700&lon=-87.866700&data=depth&units=metric&series=pds,0,"ValueError: The NOAA response was recognized, but no duration and recurrence-interval records were parsed."
01-0583,BAY MINETTE,30.8839,-87.7853,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-0583_pds_frequency.csv,failed,https://hdsc.nws.noaa.gov/cgi-bin/new/fe_text.csv?lat=30.883900&lon=-87.785300&data=depth&units=metric&series=pds,0,"ValueError: The NOAA response was recognized, but no duration and recurrence-interval records were parsed."
01-0616,BEATRICE,31.7222,-87.2119,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-0616_pds_frequency.csv,failed,https://hdsc.nws.noaa.gov/cgi-bin/new/fe_text.csv?lat=31.722200&lon=-87.211900&data=depth&units=metric&series=pds,0,"ValueError: The NOAA response was recognized, but no duration and recurrence-interval records were parsed."
01-0655,BELLE MINA 2 N,34.6908,-86.8825,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-0655_pds_frequency.csv,failed,https://hdsc.nws.noaa.gov/cgi-bin/new/fe_text.csv?lat=34.690800&lon=-86.882500&data=depth&units=metric&series=pds,0,"ValueError: The NOAA response was recognized, but no duration and recurrence-interval records were parsed."
01-0748,BERRY 3 NW,33.6944,-87.6497,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-0748_pds_frequency.csv,failed,https://hdsc.nws.noaa.gov/cgi-bin/new/fe_text.csv?lat=33.694400&lon=-87.649700&data=depth&units=metric&series=pds,0,"ValueError: The NOAA response was recognized, but no duration and recurrence-interval records were parsed."
01-0757,BESSEMER 3 SSW,33.3667,-87.0167,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-0757_pds_frequency.csv,failed,https://hdsc.nws.noaa.gov/cgi-bin/new/fe_text.csv?lat=33.366700&lon=-87.016700&data=depth&units=metric&series=pds,0,"ValueError: The NOAA response was recognized, but no duration and recurrence-interval records were parsed."
01-0764,BESSEMER 3 WSW,33.3953,-87.0078,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-0764_pds_frequency.csv,failed,https://hdsc.nws.noaa.gov/cgi-bin/new/fe_text.csv?lat=33.395300&lon=-87.007800&data=depth&units=metric&series=pds,0,"ValueError: The NOAA response was recognized, but no duration and recurrence-interval records were parsed."
01-0823,BILLINGSLEY 3 NE,32.6731,-86.6653,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-0823_pds_frequency.csv,failed,https://hdsc.nws.noaa.gov/cgi-bin/new/fe_text.csv?lat=32.673100&lon=-86.665300&data=depth&units=metric&series=pds,0,"ValueError: The NOAA response was recognized, but no duration and recurrence-interval records were parsed."
01-0829,BIRMINGHAM WSFO,33.4667,-86.8333,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-0829_pds_frequency.csv,failed,https://hdsc.nws.noaa.gov/cgi-bin/new/fe_text.csv?lat=33.466700&lon=-86.833300&data=depth&units=metric&series=pds,0,"ValueError: The NOAA response was recognized, but no duration and recurrence-interval records were parsed."
01-0831,BIRMINGHAM AP ASOS,33.5656,-86.745,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-0831_pds_frequency.csv,failed,https://hdsc.nws.noaa.gov/cgi-bin/new/fe_text.csv?lat=33.565600&lon=-86.745000&data=depth&units=metric&series=pds,0,"ValueError: The NOAA response was recognized, but no duration and recurrence-interval records were parsed."
01-0836,BIRMINGHAM,33.5333,-86.8333,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-0836_pds_frequency.csv,failed,https://hdsc.nws.noaa.gov/cgi-bin/new/fe_text.csv?lat=33.533300&lon=-86.833300&data=depth&units=metric&series=pds,0,"ValueError: The NOAA response was recognized, but no duration and recurrence-interval records were parsed."
01-0957,BOAZ,34.2008,-86.1633,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-0957_pds_frequency.csv,failed,https://hdsc.nws.noaa.gov/cgi-bin/new/fe_text.csv?lat=34.200800&lon=-86.163300&data=depth&units=metric&series=pds,0,"ValueError: The NOAA response was recognized, but no duration and recurrence-interval records were parsed."
01-1069,BRANTLEY,31.5833,-86.2667,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-1069_pds_frequency.csv,failed,https://hdsc.nws.noaa.gov/cgi-bin/new/fe_text.csv?lat=31.583300&lon=-86.266700&data=depth&units=metric&series=pds,0,"ValueError: The NOAA response was recognized, but no duration and recurrence-interval records were parsed."
01-1080,BREWTON 3 ENE,31.1408,-87.0483,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-1080_pds_frequency.csv,failed,https://hdsc.nws.noaa.gov/cgi-bin/new/fe_text.csv?lat=31.140800&lon=-87.048300&data=depth&units=metric&series=pds,0,"ValueError: The NOAA response was recognized, but no duration and recurrence-interval records were parsed."
01-1084,BREWTON 3 SSE,31.0581,-87.0547,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-1084_pds_frequency.csv,failed,https://hdsc.nws.noaa.gov/cgi-bin/new/fe_text.csv?lat=31.058100&lon=-87.054700&data=depth&units=metric&series=pds,0,"ValueError: The NOAA response was recognized, but no duration and recurrence-interval records were parsed."
01-1099,BRIDGEPORT 5 NW,34.9786,-85.8008,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-1099_pds_frequency.csv,failed,https://hdsc.nws.noaa.gov/cgi-bin/new/fe_text.csv?lat=34.978600&lon=-85.800800&data=depth&units=metric&series=pds,0,"ValueError: The NOAA response was recognized, but no duration and recurrence-interval records were parsed."
01-1143,BROOKWOOD,33.2536,-87.2936,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-1143_pds_frequency.csv,failed,https://hdsc.nws.noaa.gov/cgi-bin/new/fe_text.csv?lat=33.253600&lon=-87.293600&data=depth&units=metric&series=pds,0,"ValueError: The NOAA response was recognized, but no duration and recurrence-interval records were parsed."
01-1178,BRUNDIDGE,31.7056,-85.8369,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-1178_pds_frequency.csv,failed,https://hdsc.nws.noaa.gov/cgi-bin/new/fe_text.csv?lat=31.705600&lon=-85.836900&data=depth&units=metric&series=pds,0,"ValueError: The NOAA response was recognized, but no duration and recurrence-interval records were parsed."
01-1288,CALERA,33.1106,-86.7461,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-1288_pds_frequency.csv,failed,https://hdsc.nws.noaa.gov/cgi-bin/new/fe_text.csv?lat=33.110600&lon=-86.746100&data=depth&units=metric&series=pds,0,"ValueError: The NOAA response was recognized, but no duration and recurrence-interval records were parsed."
01-1300,CAMDEN 3 NNW,32.0333,-87.3167,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-1300_pds_frequency.csv,failed,https://hdsc.nws.noaa.gov/cgi-bin/new/fe_text.csv?lat=32.033300&lon=-87.316700&data=depth&units=metric&series=pds,0,"ValueError: The NOAA response was recognized, but no duration and recurrence-interval records were parsed."
01-1301,CAMDEN 3 NW,32.0289,-87.3167,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-1301_pds_frequency.csv,failed,https://hdsc.nws.noaa.gov/cgi-bin/new/fe_text.csv?lat=32.028900&lon=-87.316700&data=depth&units=metric&series=pds,0,"ValueError: The NOAA response was recognized, but no duration and recurrence-interval records were parsed."
01-1324,CAMP HILL 2NW,32.8236,-85.6561,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-1324_pds_frequency.csv,failed,https://hdsc.nws.noaa.gov/cgi-bin/new/fe_text.csv?lat=32.823600&lon=-85.656100&data=depth&units=metric&series=pds,0,"ValueError: The NOAA response was recognized, but no duration and recurrence-interval records were parsed."
01-1377,CARBON HILL,33.8925,-87.5283,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-1377_pds_frequency.csv,failed,https://hdsc.nws.noaa.gov/cgi-bin/new/fe_text.csv?lat=33.892500&lon=-87.528300&data=depth&units=metric&series=pds,0,"ValueError: The NOAA response was recognized, but no duration and recurrence-interval records were parsed."
01-1520,CENTREVILLE,32.95,-87.1333,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-1520_pds_frequency.csv,failed,https://hdsc.nws.noaa.gov/cgi-bin/new/fe_text.csv?lat=32.950000&lon=-87.133300&data=depth&units=metric&series=pds,0,"ValueError: The NOAA response was recognized, but no duration and recurrence-interval records were parsed."
01-1525,CENTREVILLE 6 SW,32.8661,-87.2383,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-1525_pds_frequency.csv,failed,https://hdsc.nws.noaa.gov/cgi-bin/new/fe_text.csv?lat=32.866100&lon=-87.238300&data=depth&units=metric&series=pds,0,"ValueError: The NOAA response was recognized, but no duration and recurrence-interval records were parsed."
01-1566,CHATOM,31.4714,-88.2503,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-1566_pds_frequency.csv,failed,https://hdsc.nws.noaa.gov/cgi-bin/new/fe_text.csv?lat=31.471400&lon=-88.250300&data=depth&units=metric&series=pds,0,"ValueError: The NOAA response was recognized, but no duration and recurrence-interval records were parsed."
01-1615,CHILDERSBURG,33.2833,-86.3667,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-1615_pds_frequency.csv,failed,https://hdsc.nws.noaa.gov/cgi-bin/new/fe_text.csv?lat=33.283300&lon=-86.366700&data=depth&units=metric&series=pds,0,"ValueError: The NOAA response was recognized, but no duration and recurrence-interval records were parsed."
01-1620,CHILDERSBURG WTR PL,33.285,-86.3431,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-1620_pds_frequency.csv,failed,https://hdsc.nws.noaa.gov/cgi-bin/new/fe_text.csv?lat=33.285000&lon=-86.343100&data=depth&units=metric&series=pds,0,"ValueError: The NOAA response was recognized, but no duration and recurrence-interval records were parsed."
01-1690,CLAIBORNE L&D,31.6147,-87.5503,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-1690_pds_frequency.csv,failed,https://hdsc.nws.noaa.gov/cgi-bin/new/fe_text.csv?lat=31.614700&lon=-87.550300&data=depth&units=metric&series=pds,0,"ValueError: The NOAA response was recognized, but no duration and recurrence-interval records were parsed."
01-1694,CLANTON,32.82,-86.6522,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-1694_pds_frequency.csv,failed,https://hdsc.nws.noaa.gov/cgi-bin/new/fe_text.csv?lat=32.820000&lon=-86.652200&data=depth&units=metric&series=pds,0,"ValueError: The NOAA response was recognized, but no duration and recurrence-interval records were parsed."
01-1725,CLAYTON,31.8844,-85.4789,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-1725_pds_frequency.csv,failed,https://hdsc.nws.noaa.gov/cgi-bin/new/fe_text.csv?lat=31.884400&lon=-85.478900&data=depth&units=metric&series=pds,0,"ValueError: The NOAA response was recognized, but no duration and recurrence-interval records were parsed."
01-1799,COCHRANE 2 E,33.0833,-88.2333,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-1799_pds_frequency.csv,failed,https://hdsc.nws.noaa.gov/cgi-bin/new/fe_text.csv?lat=33.083300&lon=-88.233300&data=depth&units=metric&series=pds,0,"ValueError: The NOAA response was recognized, but no duration and recurrence-interval records were parsed."
01-1803,CODEN,30.3878,-88.2281,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-1803_pds_frequency.csv,failed,https://hdsc.nws.noaa.gov/cgi-bin/new/fe_text.csv?lat=30.387800&lon=-88.228100&data=depth&units=metric&series=pds,0,"ValueError: The NOAA response was recognized, but no duration and recurrence-interval records were parsed."
01-1807,COFFEE SPRINGS 2 NW,31.1833,-85.9333,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-1807_pds_frequency.csv,failed,https://hdsc.nws.noaa.gov/cgi-bin/new/fe_text.csv?lat=31.183300&lon=-85.933300&data=depth&units=metric&series=pds,0,"ValueError: The NOAA response was recognized, but no duration and recurrence-interval records were parsed."
01-1819,COLBERT STEAM PLT,34.75,-87.85,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-1819_pds_frequency.csv,failed,https://hdsc.nws.noaa.gov/cgi-bin/new/fe_text.csv?lat=34.750000&lon=-87.850000&data=depth&units=metric&series=pds,0,"ValueError: The NOAA response was recognized, but no duration and recurrence-interval records were parsed."
01-1849,COLLINSVILLE,34.25,-85.8833,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-1849_pds_frequency.csv,failed,https://hdsc.nws.noaa.gov/cgi-bin/new/fe_text.csv?lat=34.250000&lon=-85.883300&data=depth&units=metric&series=pds,0,"ValueError: The NOAA response was recognized, but no duration and recurrence-interval records were parsed."
01-1940,CORDOVA 2 ENE,33.75,-87.15,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-1940_pds_frequency.csv,failed,https://hdsc.nws.noaa.gov/cgi-bin/new/fe_text.csv?lat=33.750000&lon=-87.150000&data=depth&units=metric&series=pds,0,"ValueError: The NOAA response was recognized, but no duration and recurrence-interval records were parsed."
01-2079,CUBA,32.4333,-88.3833,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-2079_pds_frequency.csv,failed,https://hdsc.nws.noaa.gov/cgi-bin/new/fe_text.csv?lat=32.433300&lon=-88.383300&data=depth&units=metric&series=pds,0,"ValueError: The NOAA response was recognized, but no duration and recurrence-interval records were parsed."
01-2119,DADEVILLE,32.8167,-85.75,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-2119_pds_frequency.csv,failed,https://hdsc.nws.noaa.gov/cgi-bin/new/fe_text.csv?lat=32.816700&lon=-85.750000&data=depth&units=metric&series=pds,0,"ValueError: The NOAA response was recognized, but no duration and recurrence-interval records were parsed."
01-2124,DADEVILLE 2,32.8622,-85.7358,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-2124_pds_frequency.csv,failed,https://hdsc.nws.noaa.gov/cgi-bin/new/fe_text.csv?lat=32.862200&lon=-85.735800&data=depth&units=metric&series=pds,0,"ValueError: The NOAA response was recognized, but no duration and recurrence-interval records were parsed."
01-2141,DANCY 4 N,33.0667,-88.2833,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-2141_pds_frequency.csv,failed,https://hdsc.nws.noaa.gov/cgi-bin/new/fe_text.csv?lat=33.066700&lon=-88.283300&data=depth&units=metric&series=pds,0,"ValueError: The NOAA response was recognized, but no duration and recurrence-interval records were parsed."
