station_id,raw_file,status,rows_parsed,error
01-0748,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-0748_pds_frequency.csv,reparsed_successfully,570,
01-0757,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-0757_pds_frequency.csv,reparsed_successfully,570,
01-0764,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-0764_pds_frequency.csv,reparsed_successfully,570,
01-0823,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-0823_pds_frequency.csv,reparsed_successfully,570,
01-0829,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-0829_pds_frequency.csv,reparsed_successfully,570,
01-0831,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-0831_pds_frequency.csv,reparsed_successfully,570,
01-0836,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-0836_pds_frequency.csv,reparsed_successfully,570,
01-0957,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-0957_pds_frequency.csv,reparsed_successfully,570,
01-1069,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-1069_pds_frequency.csv,reparsed_successfully,570,
01-1080,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-1080_pds_frequency.csv,reparsed_successfully,570,
01-1084,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-1084_pds_frequency.csv,reparsed_successfully,570,
01-1099,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-1099_pds_frequency.csv,reparsed_successfully,570,
01-1143,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-1143_pds_frequency.csv,reparsed_successfully,570,
01-1178,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-1178_pds_frequency.csv,reparsed_successfully,570,
01-1288,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-1288_pds_frequency.csv,reparsed_successfully,570,
01-1300,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-1300_pds_frequency.csv,reparsed_successfully,570,
01-1301,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-1301_pds_frequency.csv,reparsed_successfully,570,
01-1324,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-1324_pds_frequency.csv,reparsed_successfully,570,
01-1377,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-1377_pds_frequency.csv,reparsed_successfully,570,
01-1520,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-1520_pds_frequency.csv,reparsed_successfully,570,
01-1525,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-1525_pds_frequency.csv,reparsed_successfully,570,
01-1566,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-1566_pds_frequency.csv,reparsed_successfully,570,
01-1615,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-1615_pds_frequency.csv,reparsed_successfully,570,
01-1620,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-1620_pds_frequency.csv,reparsed_successfully,570,
01-1690,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-1690_pds_frequency.csv,reparsed_successfully,570,
01-1694,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-1694_pds_frequency.csv,reparsed_successfully,570,
01-1725,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-1725_pds_frequency.csv,reparsed_successfully,570,
01-1799,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-1799_pds_frequency.csv,reparsed_successfully,570,
01-1803,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-1803_pds_frequency.csv,reparsed_successfully,570,
01-1807,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-1807_pds_frequency.csv,reparsed_successfully,570,
01-1819,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-1819_pds_frequency.csv,reparsed_successfully,570,
01-1849,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-1849_pds_frequency.csv,reparsed_successfully,570,
01-1940,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-1940_pds_frequency.csv,reparsed_successfully,570,
01-2079,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-2079_pds_frequency.csv,reparsed_successfully,570,
01-2119,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-2119_pds_frequency.csv,reparsed_successfully,570,
01-2124,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-2124_pds_frequency.csv,reparsed_successfully,570,
01-2141,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-2141_pds_frequency.csv,reparsed_successfully,570,
01-2172,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-2172_pds_frequency.csv,reparsed_successfully,570,
01-2188,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-2188_pds_frequency.csv,reparsed_successfully,570,
01-2207,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-2207_pds_frequency.csv,reparsed_successfully,570,
01-2240,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-2240_pds_frequency.csv,reparsed_successfully,570,
01-2245,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-2245_pds_frequency.csv,reparsed_successfully,570,
01-2350,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-2350_pds_frequency.csv,reparsed_successfully,570,
01-2372,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-2372_pds_frequency.csv,reparsed_successfully,570,
01-2377,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-2377_pds_frequency.csv,reparsed_successfully,570,
01-2577,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-2577_pds_frequency.csv,reparsed_successfully,570,
01-2632,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-2632_pds_frequency.csv,reparsed_successfully,570,
01-2670,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-2670_pds_frequency.csv,reparsed_successfully,570,
01-2675,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-2675_pds_frequency.csv,reparsed_successfully,570,
01-2727,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-2727_pds_frequency.csv,reparsed_successfully,570,
01-2730,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-2730_pds_frequency.csv,reparsed_successfully,570,
01-2742,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-2742_pds_frequency.csv,reparsed_successfully,570,
01-2758,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-2758_pds_frequency.csv,reparsed_successfully,570,
01-2763,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-2763_pds_frequency.csv,reparsed_successfully,570,
01-2813,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-2813_pds_frequency.csv,reparsed_successfully,570,
01-2840,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-2840_pds_frequency.csv,reparsed_successfully,570,
01-2883,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-2883_pds_frequency.csv,reparsed_successfully,570,
01-2971,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-2971_pds_frequency.csv,reparsed_successfully,570,
01-2976,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-2976_pds_frequency.csv,reparsed_successfully,570,
01-3024,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-3024_pds_frequency.csv,reparsed_successfully,570,
01-3035,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-3035_pds_frequency.csv,reparsed_successfully,570,
01-3043,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-3043_pds_frequency.csv,reparsed_successfully,570,
01-3105,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-3105_pds_frequency.csv,reparsed_successfully,570,
01-3151,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-3151_pds_frequency.csv,reparsed_successfully,570,
01-3154,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-3154_pds_frequency.csv,reparsed_successfully,570,
01-3160,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-3160_pds_frequency.csv,reparsed_successfully,570,
01-3200,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-3200_pds_frequency.csv,reparsed_successfully,570,
01-3251,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-3251_pds_frequency.csv,reparsed_successfully,570,
01-3255,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-3255_pds_frequency.csv,reparsed_successfully,570,
01-3271,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-3271_pds_frequency.csv,reparsed_successfully,570,
01-3399,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-3399_pds_frequency.csv,reparsed_successfully,570,
01-3430,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-3430_pds_frequency.csv,reparsed_successfully,570,
01-3511,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-3511_pds_frequency.csv,reparsed_successfully,570,
01-3519,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-3519_pds_frequency.csv,reparsed_successfully,570,
01-3524,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-3524_pds_frequency.csv,reparsed_successfully,570,
01-3573,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-3573_pds_frequency.csv,reparsed_successfully,570,
01-3620,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-3620_pds_frequency.csv,reparsed_successfully,570,
01-3644,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-3644_pds_frequency.csv,reparsed_successfully,570,
01-3645,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-3645_pds_frequency.csv,reparsed_successfully,570,
01-3655,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-3655_pds_frequency.csv,reparsed_successfully,570,
01-3748,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-3748_pds_frequency.csv,reparsed_successfully,570,
01-3761,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-3761_pds_frequency.csv,reparsed_successfully,570,
01-3775,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-3775_pds_frequency.csv,reparsed_successfully,570,
01-3781,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-3781_pds_frequency.csv,reparsed_successfully,570,
01-3783,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-3783_pds_frequency.csv,reparsed_successfully,570,
01-3816,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-3816_pds_frequency.csv,reparsed_successfully,570,
01-3842,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-3842_pds_frequency.csv,reparsed_successfully,570,
01-3899,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-3899_pds_frequency.csv,reparsed_successfully,570,
01-4064,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-4064_pds_frequency.csv,reparsed_successfully,570,
01-4068,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-4068_pds_frequency.csv,reparsed_successfully,570,
01-4192,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-4192_pds_frequency.csv,reparsed_successfully,570,
01-4193,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-4193_pds_frequency.csv,reparsed_successfully,570,
01-4209,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-4209_pds_frequency.csv,reparsed_successfully,570,
01-4226,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-4226_pds_frequency.csv,reparsed_successfully,570,
01-4306,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-4306_pds_frequency.csv,reparsed_successfully,570,
01-4431,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-4431_pds_frequency.csv,reparsed_successfully,570,
01-4502,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-4502_pds_frequency.csv,reparsed_successfully,570,
01-4603,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-4603_pds_frequency.csv,reparsed_successfully,570,
01-4619,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-4619_pds_frequency.csv,reparsed_successfully,570,
01-4627,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-4627_pds_frequency.csv,reparsed_successfully,570,
01-4798,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-4798_pds_frequency.csv,reparsed_successfully,570,
01-4845,D:\projstore\Ismail\Dr Koriche\Intense Rainfall and Flash Flooding\Data\ATLAS 14\NOAA_Atlas14_Alabama_PDS\raw_noaa_responses\01-4845_pds_frequency.csv,reparsed_successfully,570,
