EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
5386627,JEFFERSON CO.,WARRIOR,02/05/2004,2320,Flash Flood, , ,0,0,8000,0,AL,CST, ,1166454,C,73,BMX,0,0,LAW ENFORCEMENT, , , ,1,S,1,S,WARRIOR,02/05/2004,2359, , , , ,"","US Highway 31 between Warrior and Kimberly...Bridge under water road closed.  In addition...thunderstorms produced locally excessive rainfall county wide.",19
5386628,JEFFERSON CO.,GRAYSVILLE,02/05/2004,2320,Flash Flood, , ,0,0,8000,0,AL,CST, ,1166455,C,73,BMX,0,0,LAW ENFORCEMENT, , , , , , , ,GRAYSVILLE,02/05/2004,2359, , , , ,"","US Highway 78 was closed in Graysville due to water over the road.",20
5385907,WINSTON CO.,COUNTYWIDE,02/05/2004,2330,Flash Flood, , ,0,0,5000,0,AL,CST, ,1166472,C,133,BMX,0,0,EMERGENCY MANAGER, , , , , , , ,COUNTYWIDE,02/06/2004,200, , , , ,"","Excessive rainfall occurred across several sections of the county.  Several roads were reported covered with water and impassable.",21
5385911,TUSCALOOSA CO.,COUNTYWIDE,02/05/2004,2330,Flash Flood, , ,0,0,5000,0,AL,CST, ,1166476,C,125,BMX,0,0,EMERGENCY MANAGER, , , , , , , ,COUNTYWIDE,02/06/2004,200, , , , ,"","Excessive rainfall occurred across several sections of the county.  Several roads were reported covered with water and impassable.",22
5385910,PICKENS CO.,COUNTYWIDE,02/05/2004,2330,Flash Flood, , ,0,0,5000,0,AL,CST, ,1166475,C,107,BMX,0,0,EMERGENCY MANAGER, , , , , , , ,COUNTYWIDE,02/06/2004,200, , , , ,"","Excessive rainfall occurred across several sections of the county.  Several roads were reported covered with water and impassable.",23
5385909,LAMAR CO.,COUNTYWIDE,02/05/2004,2330,Flash Flood, , ,0,0,5000,0,AL,CST, ,1166474,C,75,BMX,0,0,EMERGENCY MANAGER, , , , , , , ,COUNTYWIDE,02/06/2004,200, , , , ,"","Excessive rainfall occurred across several sections of the county.  Several roads were reported covered with water and impassable.",24
5385906,MARION CO.,COUNTYWIDE,02/05/2004,2330,Flash Flood, , ,0,0,5000,0,AL,CST, ,1166471,C,93,BMX,0,0,EMERGENCY MANAGER, , , , , , , ,COUNTYWIDE,02/06/2004,200, , , , ,"","Excessive rainfall occurred across several sections of the county.  Several roads were reported covered with water and impassable.",25
5385905,WALKER CO.,COUNTYWIDE,02/05/2004,2330,Flash Flood, , ,0,0,5000,0,AL,CST, ,1166470,C,127,BMX,0,0,EMERGENCY MANAGER, , , , , , , ,COUNTYWIDE,02/06/2004,200, , , , ,"","Excessive rainfall occurred across several sections of the county.  Several roads were reported covered with water and impassable.",26
5385908,FAYETTE CO.,COUNTYWIDE,02/05/2004,2330,Flash Flood, , ,0,0,5000,0,AL,CST, ,1166473,C,57,BMX,0,0,EMERGENCY MANAGER, , , , , , , ,COUNTYWIDE,02/06/2004,200, , , , ,"","Excessive rainfall occurred across several sections of the county.  Several roads were reported covered with water and impassable.",27
5385912,GREENE CO.,COUNTYWIDE,02/06/2004,10,Flash Flood, , ,0,0,5000,0,AL,CST, ,1166477,C,63,BMX,0,0,EMERGENCY MANAGER, , , , , , , ,COUNTYWIDE,02/06/2004,300, , , , ,"","Excessive rainfall occurred across several sections of the county.  Several roads were reported covered with water and impassable.",28
5385913,SUMTER CO.,COUNTYWIDE,02/06/2004,10,Flash Flood, , ,0,0,5000,0,AL,CST, ,1166478,C,119,BMX,0,0,EMERGENCY MANAGER, , , , , , , ,COUNTYWIDE,02/06/2004,300, , , , ,"","Excessive rainfall occurred across several sections of the county.  Several roads were reported covered with water and impassable.",29
5386634,BLOUNT CO.,COUNTYWIDE,02/06/2004,50,Flash Flood, , ,0,0,5000,0,AL,CST, ,1166479,C,9,BMX,0,0,EMERGENCY MANAGER, , , , , , , ,COUNTYWIDE,02/06/2004,300, , , , ,"","Excessive rainfall occurred across several sections of the county.  Several roads were reported covered with water and impassable.",30
5386629,JEFFERSON CO.,BIRMINGHAM,02/06/2004,130,Flash Flood, , ,0,0,150000,0,AL,CST, ,1166456,C,73,BMX,0,0,NWS STORM SURVEY, , , , , , , ,BIRMINGHAM,02/06/2004,230, , , , ,"","Doppler radar estimated 3 to 7 inches of Rainfall across Jefferson County in a short period of time.  Five Mile Creek rose out of it's bank and caused significant flash flooding in Brookside.  Up to 30 homes were flooded.  Flooding of roadways and creeks were also reported in Hueytown, Bessemer, Ensley, Birmingham, Tarrant, and Centerpoint.",31
5386635,ST. CLAIR CO.,COUNTYWIDE,02/06/2004,202,Flash Flood, , ,0,0,5000,0,AL,CST, ,1166480,C,115,BMX,0,0,EMERGENCY MANAGER, , , , , , , ,COUNTYWIDE,02/06/2004,400, , , , ,"","Excessive rainfall occurred across several sections of the county.  Several roads were reported covered with water and impassable.",32
5386630,SHELBY CO.,COLUMBIANA,02/06/2004,300,Flash Flood, , ,0,0,8000,0,AL,CST, ,1166457,C,117,BMX,0,0,EMERGENCY MANAGER, , , , , , , ,COLUMBIANA,02/06/2004,400, , , , ,"","Several inches of rainfall occurred in a short period of time across the entire county.  Many area streams and creeks rose out of their banks.  Several roadways were impassable.",33
5386636,JEFFERSON CO.,COUNTYWIDE,02/06/2004,410,Flash Flood, , ,0,0,10000,0,AL,CST, ,1166481,C,73,BMX,0,0,EMERGENCY MANAGER, , , , , , , ,COUNTYWIDE,02/06/2004,600, , , , ,"","Excessive rainfall occurred across several sections of the county.  Several roads were reported covered with water and impassable.",34
5386637,BLOUNT CO.,COUNTYWIDE,02/06/2004,430,Flash Flood, , ,0,0,8000,0,AL,CST, ,1166482,C,9,BMX,0,0,EMERGENCY MANAGER, , , , , , , ,COUNTYWIDE,02/06/2004,630, , , , ,"","Excessive rainfall occurred across several sections of the county.  Several roads were reported covered with water and impassable.",35
5385273,CHOCTAW CO.,WEST PORTION,02/23/2004,1045,Flash Flood, , ,0,0,0,0,AL,CST, ,1166135,C,23,MOB,0,0,EMERGENCY MANAGER, , , , , , , ,WEST PORTION,02/23/2004,1245, , , , ,"Heavy rains flooded several streets in the west part of the county.  Rainfall totals of four to six inches  were estimated.  Several of the streets had to be closed for a couple of hours due to high water.","",36
5385410,MOBILE CO.,SEMMES,02/25/2004,1910,Flash Flood, , ,0,0,0,0,AL,CST, ,1166142,C,97,MOB,0,0,LAW ENFORCEMENT, , , , , , , ,SEMMES,02/25/2004,1950, , , , ,"Heavy rain along with pea to small marble size hail caused several streets to flood between Semmes and Spring Hill.  Radar estimated three to five inches of rain fell across the area.  Several of the streets had to be closed for about an hour to allow the water to drain.  The small hail accumulated three to four inches deep, with some drifts as high as eight to ten inches against buildings.  The combined weight of the hail and rain caused a wall at a Burger King to collapse.  No one was injured.  Some of the hail was still on the ground along shaded areas of buildings the next day.","",37
5387697,COLBERT CO.,LITTLEVILLE,03/05/2004,1938,Flash Flood, , ,0,0,0,0,AL,CST, ,1166632,C,33,HUN,0,0,EMERGENCY MANAGER, , , ,3,NW,3,NW,LITTLEVILLE,03/05/2004,2300, , , , ,"Several inches of water was reported with flooding occurring on several county roads throughout the county.","",38
5387695,FRANKLIN CO.,RUSSELLVILLE,03/05/2004,1945,Flash Flood, , ,0,0,0,0,AL,CST, ,1166632,C,59,HUN,0,0,EMERGENCY MANAGER, , , ,10,W,10,W,RUSSELLVILLE,03/05/2004,2300, , , , ,"Several inches of water was over the road at lost creek river near cedar creek reservoir.","",39
5387696,LAUDERDALE CO.,FLORENCE,03/05/2004,1950,Flash Flood, , ,0,0,0,0,AL,CST, ,1166632,C,77,HUN,0,0,EMERGENCY MANAGER, , , , , , , ,FLORENCE,03/05/2004,2300, , , , ,"An underpass was flooded with several inches of water was reported near McFarland Park.","",40
5387698,LIMESTONE CO.,ARDMORE,03/05/2004,2045,Flash Flood, , ,0,0,0,0,AL,CST, ,1166632,C,83,HUN,0,0,EMERGENCY MANAGER, , , , , , , ,ARDMORE,03/05/2004,2300, , , , ,"The underpass at highway 53 and Tennessee highway 7 on the state line was reported to be under water with several inches of water over the road.","",41
5387211,MORGAN CO.,DECATUR,03/05/2004,2233,Flash Flood, , ,0,0,0,0,AL,CST, ,1166632,C,103,HUN,0,0,TRAINED SPOTTER, , , , , , , ,DECATUR,03/06/2004,100, , , , ,"Trained spotter reported several streets in Decatur with several inches of water over the roads.","",42
5387210,MADISON CO.,MADISON,03/05/2004,2252,Flash Flood, , ,0,0,0,0,AL,CST, ,1166632,C,89,HUN,0,0,NWS EMPLOYEE(OFF DUTY), , , , , , , ,MADISON,03/06/2004,100, , , , ,"Off duty NWS employee reported that Balch Road and Highway 72  were both six to eight inches under water.","",43
5387215,JACKSON CO.,SCOTTSBORO,03/05/2004,2300,Flash Flood, , ,0,0,0,0,AL,CST, ,1166632,C,71,HUN,0,0,EMERGENCY MANAGER, , , , , , , ,SCOTTSBORO,03/06/2004,200, , , , ,"A few roads in the Scottsboro area had at least six to eight inches of water over the roads.","",44
5387212,CULLMAN CO.,CULLMAN,03/05/2004,2305,Flash Flood, , ,0,0,0,0,AL,CST, ,1166632,C,43,HUN,0,0,EMERGENCY MANAGER, , , , , , , ,CULLMAN,03/06/2004,100, , , , ,"Emergency management reported that several inches of water was covering roads in Cullman.","",45
5387214,MARSHALL CO.,ARAB,03/05/2004,2305,Flash Flood, , ,0,0,0,0,AL,CST, ,1166632,C,95,HUN,0,0,EMERGENCY MANAGER, , , , , , , ,ARAB,03/06/2004,100, , , , ,"Several inches of water was reported to be over the roads in Arab according to Emergency Management.","",46
5387213,MARSHALL CO.,GUNTERSVILLE,03/05/2004,2305,Flash Flood, , ,0,0,0,0,AL,CST, ,1166632,C,95,HUN,0,0,EMERGENCY MANAGER, , , , , , , ,GUNTERSVILLE,03/06/2004,100, , , , ,"Six to eight inches of water was reported over roads in Guntersville by Emergency Management.","",47
5387216,DEKALB CO.,FT PAYNE,03/06/2004,20,Flash Flood, , ,0,0,0,0,AL,CST, ,1166632,C,49,HUN,0,0,EMERGENCY MANAGER, , , , , , , ,FT PAYNE,03/06/2004,200, , , , ,"A few roads in the Ft. Payne area had flooding occurring with several inches of water over the roads.","",48
5395877,BALDWIN CO.,STOCKTON,05/17/2004,1430,Flash Flood, , ,0,0,0,0,AL,CST, ,1169460,C,3,MOB,0,0,EMERGENCY MANAGER, , , , , , , ,STOCKTON,05/17/2004,1530, , , , ,"Heavy rains of four to seven inches in a three hour period caused some roads along the I-65 corridor  between Stockton and Perdido to have standing water in them.  Several secondary roads near the interstate were impassable and had to be closed for about an hour because of high water.  The roads quickly drained after the storms moved out of the area.","",49
5405524,MOBILE CO.,SATSUMA,06/01/2004,1000,Flash Flood, , ,0,0,10000,0,AL,CST, ,1173385,C,97,MOB,0,0,EMERGENCY MANAGER, , , , , , , ,SATSUMA,06/01/2004,1500, , , , ,"Heavy rainfall of three to five inches caused street flooding from Saraland to Satsuma.  Bayou Sara in Saraland  came out of its banks and forced the evacuation of several homes.  The high water caused some minor damage to the lowest floors of the homes.  On most of the homes the lowest floors are only used for garages or storage areas.","",50
5405529,ESCAMBIA CO.,POARCH,06/02/2004,1015,Flash Flood, , ,0,0,0,0,AL,CST, ,1173390,C,53,MOB,0,0,EMERGENCY MANAGER, , , , , , , ,POARCH,06/02/2004,1200, , , , ,"Heavy rains near I-65 caused several roads to flood in and around Poarch.  The roads were impassable for more than hour.  Radar estimated that four to five inches of rainfall fell in the area in a two hour period.  The roads quickly drained and were reopened as soon as the rain moved out of the area.","",51
5406205,COLBERT CO.,CHEROKEE,06/25/2004,500,Flash Flood, , ,0,0,0,0,AL,CST, ,1172971,C,33,HUN,0,0,EMERGENCY MANAGER, , , ,5,S,5,S,CHEROKEE,06/25/2004,600, , , , ,"Flash flooding was reported with several inches of water over a  few roads near Mt. Hector Road.","",52
5406206,LIMESTONE CO.,ATHENS,06/25/2004,1300,Flash Flood, , ,0,0,0,0,AL,CST, ,1172971,C,83,HUN,0,0,EMERGENCY MANAGER, , , , , , , ,ATHENS,06/25/2004,1700, , , , ,"Flash flooding was reported with numerous roads closed in Athens.","",53
5406207,LIMESTONE CO.,COUNTYWIDE,06/25/2004,1310,Flash Flood, , ,0,0,0,0,AL,CST, ,1172971,C,83,HUN,0,0,EMERGENCY MANAGER, , , , , , , ,COUNTYWIDE,06/25/2004,1700, , , , ,"Flash flooding was reported county-wide with numerous roads county-wide closed due to several inches of water over county roads.","",54
5406208,DEKALB CO.,COLLINSVILLE,06/25/2004,1600,Flash Flood, , ,0,0,0,0,AL,CST, ,1172971,C,49,HUN,0,0,EMERGENCY MANAGER, , , , , , , ,COLLINSVILLE,06/25/2004,1630, , , , ,"Flash flooding was reported with several inches of water over road.","",55
5406209,COLBERT CO.,BARTON,06/28/2004,940,Flash Flood, , ,0,0,0,0,AL,CST, ,1172972,C,33,HUN,0,0,EMERGENCY MANAGER, , , , , , , ,BARTON,06/28/2004,1100, , , , ,"Flash flooding was occurring with several inches of water over road.","",56
5406210,COLBERT CO.,ALLSBORO,06/28/2004,940,Flash Flood, , ,0,0,0,0,AL,CST, ,1172972,C,33,HUN,0,0,EMERGENCY MANAGER, , , , , , , ,ALLSBORO,06/28/2004,1100, , , , ,"Flash flooding was occurring with several inches of water over area roads.","",57
5406274,FRANKLIN CO.,RED BAY,06/29/2004,1000,Flash Flood, , ,0,0,0,0,AL,CST, ,1172973,C,59,HUN,0,0,EMERGENCY MANAGER, , , ,2,NE,2,NE,RED BAY,06/29/2004,1200, , , , ,"Flash flooding was occurring with several inches of water over the road along highway 24.","",58
5409313,SUMTER CO.,COUNTYWIDE,06/29/2004,1810,Flash Flood, , ,0,0,5000,0,AL,CST, ,1174525,C,119,BMX,0,0,EMERGENCY MANAGER, , , , , , , ,COUNTYWIDE,06/29/2004,1830, , , , ,"Water was reported across Interstate 20 near mile marker 5 and across CR 2. The roads were temporarily impassable.","",59
5409314,JEFFERSON CO.,VESTAVIA HILLS,06/29/2004,1820,Flash Flood, , ,0,0,8000,0,AL,CST, ,1174526,C,73,BMX,0,0,EMERGENCY MANAGER, , , , , , , ,VESTAVIA HILLS,06/29/2004,1840, , , , ,"Water covered several roads near Patton Creek in Vestavia Hills. A few of the roads were temporarily impassable.","",60
5416254,SUMTER CO.,YORK,07/02/2004,1604,Flash Flood, , ,0,0,5000,0,AL,CST, ,1177488,C,119,BMX,0,0,EMERGENCY MANAGER, , , , , , , ,YORK,07/02/2004,1640, , , , ,"Water was reported over several roads in the town of York. A few of the roads were temporarily
impassable.","",61
5412968,JACKSON CO.,SCOTTSBORO,07/06/2004,1845,Flash Flood, , ,0,0,0,0,AL,CST, ,1176028,C,71,HUN,0,0,EMERGENCY MANAGER, , , , , , , ,SCOTTSBORO,07/06/2004,1930, , , , ,"Two roads in the Scottsboro area had several inches of water over the road.","",62
5416986,CALHOUN CO.,OXFORD,07/06/2004,2000,Flash Flood, , ,0,0,3000,0,AL,CST, ,1177494,C,15,BMX,0,0,GENERAL PUBLIC, , , , , , , ,OXFORD,07/06/2004,2030, , , , ,"Water covered Main Street and was reported over the tires on automobiles. A few other roads were
temporarily impassable in Oxford.","",63
5413258,JACKSON CO.,SCOTTSBORO,07/14/2004,1514,Flash Flood, , ,0,0,0,0,AL,CST, ,1176037,C,71,HUN,0,0,EMERGENCY MANAGER, , , , , , , ,SCOTTSBORO,07/14/2004,1730, , , , ,"Flooding was reported with several inches of water covering area roads and a few roads were closed in and around Scottsboro.","",64
5413259,MADISON CO.,HUNTSVILLE,07/14/2004,1538,Flash Flood, , ,0,0,0,0,AL,CST, ,1176037,C,89,HUN,0,0,EMERGENCY MANAGER, , , , , , , ,HUNTSVILLE,07/14/2004,1700, , , , ,"Numerous roads were flooded in Huntsville with several inches of water reported over numerous roads in and around the city.","",65
5413260,LAUDERDALE CO.,FLORENCE,07/14/2004,1550,Flash Flood, , ,0,0,0,0,AL,CST, ,1176037,C,77,HUN,0,0,EMERGENCY MANAGER, , , , , , , ,FLORENCE,07/14/2004,1645, , , , ,"A few roads were reported to be underwater with several inches of water over the roads.","",66
5413261,COLBERT CO.,CHEROKEE,07/14/2004,1630,Flash Flood, , ,0,0,0,0,AL,CST, ,1176037,C,33,HUN,0,0,EMERGENCY MANAGER, , , , , , , ,CHEROKEE,07/14/2004,1830, , , , ,"Two roads were closed due to several inches of water reported over the roads in Cherokee.","",67
5413262,FRANKLIN CO.,COUNTYWIDE,07/14/2004,1725,Flash Flood, , ,0,0,0,0,AL,CST, ,1176037,C,59,HUN,0,0,EMERGENCY MANAGER, , , , , , , ,COUNTYWIDE,07/14/2004,1930, , , , ,"Several roads were closed due to several inches of water reported over county roads due to flash flooding.","",68
5414215,MONROE CO.,WEST PORTION,07/15/2004,1730,Flash Flood, , ,0,0,0,0,AL,CST, ,1176150,C,99,MOB,0,0,EMERGENCY MANAGER, , , , , , , ,WEST PORTION,07/15/2004,1900, , , , ,"Heavy rains from slow moving thunderstorms caused several roads in the west part of the county to flood and become impassable.  The roads were reopened after the water had drained from them.  Local Weather Service radars estimated rainfall totals of seven to nine inches in a three hour period across the west part of the county.","",69
5411947,LAUDERDALE CO.,FLORENCE,07/25/2004,2030,Flash Flood, , ,0,0,0,0,AL,CST, ,1176039,C,77,HUN,0,0,EMERGENCY MANAGER, , , , , , , ,FLORENCE,07/25/2004,2130,34.53333,-86.08333,34.53333,-86.08333,"Flash flooding was reported with several inches of water over a few roads in Florence.","",70
5411948,COLBERT CO.,TUSCUMBIA,07/25/2004,2030,Flash Flood, , ,0,0,0,0,AL,CST, ,1176039,C,33,HUN,0,0,EMERGENCY MANAGER, , , , , , , ,TUSCUMBIA,07/25/2004,2130,34.68333,-85.85,34.68333,-85.85,"Flash flooding was reported with several inches of water over a few roads in Tuscumbia.","",71
5417219,ELMORE CO.,WETUMPKA,07/26/2004,1430,Flash Flood, , ,0,0,10000,0,AL,CST, ,1177534,C,51,BMX,0,0,EMERGENCY MANAGER, , , , , , , ,WETUMPKA,07/26/2004,1500, , , , ,"Numerous roads were covered with water and temporarily impassable.","",72
5417220,LEE CO.,AUBURN,07/26/2004,1445,Flash Flood, , ,0,0,75000,0,AL,CST, ,1177535,C,81,BMX,0,0,NEWSPAPER, , , , , , , ,AUBURN,07/26/2004,1545, , , , ,"Heavy rain in a short period of time caused flash flooding across the metro area. 
Water was up to 4 feet deep across several roadways. Several automobiles were
damaged by flood waters.","",73
5417221,JEFFERSON CO.,BIRMINGHAM,07/26/2004,1540,Flash Flood, , ,0,0,500000,0,AL,CST, ,1177536,C,73,BMX,0,0,EMERGENCY MANAGER, , , , , , , ,BIRMINGHAM,07/26/2004,1700, , , , ,"Heavy rainfall in a short period of time caused significant flooding in the Birmingham Metropolitan area.
Numerous streets and creeks were flooded all over the City of Birmingham. At least 25,000 customers were without power during the storms. Local fire departments performed at least 11 swift water rescues. Patton Creek in Vestavia Hills overflowed its banks flooding several homes and businesses. Royal Automotive and Vulcan Lincoln-Mercury reported 40 to 50 vehicles damaged and 4 or 5 destroyed. The Vestavia Bowl Family Fun Center received damage due to high water. At least 15 vehicles were stalled in the high water.","",74
5411949,COLBERT CO.,CHEROKEE,07/31/2004,600,Flash Flood, , ,0,0,0,0,AL,CST, ,1176040,C,33,HUN,0,0,LAW ENFORCEMENT, , , , , , , ,CHEROKEE,07/31/2004,700, , , , ,"Flash flooding was occurring with several inches of water over White Pike road.","",75
5414717,MORGAN CO.,DECATUR,08/11/2004,1712,Flash Flood, , ,0,0,0,0,AL,CST, ,1176825,C,103,HUN,0,0,EMERGENCY MANAGER, , , , , , , ,DECATUR,08/11/2004,1900, , , , ,"Flash flooding was occurring along highway 20 with several inches of water reported over the road.","",76
5416564,JEFFERSON CO.,BIRMINGHAM,08/12/2004,34,Flash Flood, , ,0,0,3000,0,AL,CST, ,1177602,C,73,BMX,0,0,LAW ENFORCEMENT, , , , , , , ,BIRMINGHAM,08/12/2004,130, , , , ,"Several roads were flooded and temporarily impassable across the Birmingham Metropolitan area.","",77
